대분류,자치구,연도,발생량,재활용_합계,재활용,음식물,소각,매립,기타,주민1인당_생활폐기물_kg_일,생활계폐기물_톤_일,주민수,광역시도,재활용총량_발생량,재활용총량_재활용량,생활폐기물재활용통계_발생량,생활폐기물재활용통계_재활용량,음식물폐기물_발생량,음식물폐기물_재활용량,사업장배출시설계_발생량,사업장배출시설계_재활용량,건설폐기물_발생량,건설폐기물_재활용량,지정폐기물_발생량,지정폐기물_재활용량,재활용률
계,관악구,2022,161574.0,109513.0,75883.0,33630.0,32082.0,19980.0,,0.88,442.7,501226.0,서울시,489967.0,437884.0,161574.0,109513.0,,,230.0,230.0,328164.0,328142.0,3025.0,1027.0,89.4
계,관악구,2023,146875.0,97385.0,65990.0,31395.0,31360.0,18067.0,63.0,0.81,402.4,497883.0,서울시,398470.0,348919.0,146875.0,97385.0,,,857.0,846.0,250737.0,250688.0,2818.0,855.0,87.6
계,관악구,2024,149864.0,111384.0,80526.0,30858.0,24650.0,13830.0,,0.83,409.5,495620.0,서울시,345294.0,306716.0,149864.0,111384.0,,,749.0,708.0,194682.0,194624.0,2793.0,864.0,88.8
계,광진구,2000,352.8,155.0,113.0,42.0,5.1,192.7,,,,,서울시,,346.0,,158.0,,,,34.0,,154.0,,,
계,광진구,2001,356.8,132.6,86.9,45.7,5.6,218.6,,,,,서울시,,1115.0,,133.0,,,,57.0,,926.0,,,
계,광진구,2002,475.0,247.6,202.3,45.3,7.6,219.8,,,,,서울시,,1203.0,,248.0,,,,58.0,,898.0,,,
계,광진구,2003,465.1,285.4,229.1,56.3,8.9,170.8,,,,,서울시,,1314.0,,285.0,,,,41.0,,988.0,,,
계,광진구,2004,470.6,304.7,231.7,73.0,8.1,157.8,,,,,서울시,,658.0,,238.0,,67.0,,51.0,,303.0,,2.0,
계,광진구,2005,410.4,302.5,198.2,104.3,9.6,98.3,,,,,서울시,,995.0,,198.0,,104.0,,42.0,,651.0,,2.0,
계,광진구,2006,437.6,308.2,204.7,103.5,13.6,115.8,,,,,서울시,,1104.0,,151.0,,104.0,,5.0,,844.0,,2.0,
계,광진구,2007,357.2,226.4,131.0,95.4,41.6,89.2,,,,,서울시,,736.0,,131.0,,95.0,,59.0,,451.0,,2.0,
계,광진구,2008,376.3,246.4,151.3,95.1,89.4,40.5,,,,,서울시,,943.0,,151.0,,95.0,,47.0,,650.0,,1.0,
계,광진구,2009,382.7,278.3,178.8,99.5,89.0,15.4,,0.99,382.7,386513.0,서울시,,833.0,,179.0,,100.0,,52.0,,503.0,,2.0,
계,광진구,2010,392.3,288.6,188.5,100.1,76.0,27.7,,1.01,392.3,388775.0,서울시,1145.9,1038.5,292.2,188.5,100.1,100.1,41.1,41.1,712.5,708.8,5.6,2.2,
계,광진구,2011,365.2,270.5,165.6,104.9,64.0,30.7,,0.94,365.2,386673.0,서울시,1184.3,1087.0,260.4,165.7,104.8,104.8,39.4,39.4,779.7,777.1,8.1,3.7,
계,광진구,2012,368.5,276.6,163.7,112.9,68.6,23.3,,0.96,368.5,384269.0,서울시,1037.8,940.2,255.6,163.7,112.9,112.9,15.1,15.1,654.2,648.5,5.5,1.7,
계,광진구,2013,379.3,285.8,186.9,98.9,66.3,27.2,,0.99,379.3,381439.0,서울시,1023.0,925.3,280.4,186.9,98.9,98.9,14.0,14.0,629.7,625.5,5.1,1.6,
계,광진구,2014,348.9,254.6,150.1,104.5,60.2,34.1,,0.92,348.9,377375.0,서울시,1099.4,997.2,244.4,150.1,104.5,104.5,11.6,11.6,738.9,731.0,5.8,1.8,
계,광진구,2015,339.4,250.4,146.2,104.2,61.4,27.6,,0.9,339.4,375180.0,서울시,1719.8,1622.0,235.2,146.2,104.2,104.2,13.2,13.2,1367.2,1358.4,6.5,2.1,
계,광진구,2016,326.3,240.8,138.2,102.6,64.1,21.4,,0.88,326.3,372104.0,서울시,1457.4,1363.8,223.7,138.2,102.6,102.6,24.1,24.1,1107.0,1098.9,6.8,2.0,
계,광진구,2017,319.2,239.3,140.2,99.1,61.6,18.3,,0.86,319.2,372298.0,서울시,1090.9,1002.8,220.1,140.2,99.1,99.1,22.3,22.2,749.4,741.3,6.2,1.4,
계,광진구,2018,342.5,263.3,168.2,95.1,57.5,21.7,,0.92,342.5,371063.0,서울시,1250.8,1164.8,247.4,168.2,95.1,95.1,20.1,20.0,888.2,881.5,7.3,1.9,
계,광진구,2019,333.9,253.2,158.7,94.5,59.1,21.2,0.4,0.91,333.9,366972.0,서울시,1373.2,1289.3,241.2,160.5,92.7,92.7,26.5,26.4,1012.8,1009.7,6.2,1.1,
계,광진구,2020,125579.0,87415.0,55637.0,31778.0,30325.0,7823.0,15.0,0.95,343.1,360109.0,서울시,577749.0,536415.0,125579.0,87415.0,,,12796.0,12629.0,439375.0,436370.0,2310.0,525.0,92.8
계,광진구,2021,91428.0,62681.0,32505.0,30176.0,18288.0,10459.0,,0.71,250.5,352627.0,서울시,441364.0,411748.0,91428.0,62681.0,,,2458.0,2352.0,347478.0,346716.0,2742.0,693.0,93.3
계,광진구,2022,120644.0,95246.0,64919.0,30328.0,16497.0,8595.0,306.0,0.94,330.5,351252.0,서울시,346006.0,320483.0,120644.0,95246.0,,,2278.0,2214.0,223084.0,223023.0,2775.0,549.0,92.6
계,광진구,2023,104709.0,67412.0,36984.0,30428.0,29242.0,8048.0,8.0,0.82,286.9,351180.0,서울시,219608.0,182281.0,104709.0,67412.0,,,2011.0,1994.0,112888.0,112875.0,2412.0,556.0,83.0
계,광진구,2024,107234.0,71082.0,41987.0,29096.0,27968.0,8176.0,8.0,0.84,293.0,348652.0,서울시,263852.0,227069.0,107234.0,71082.0,,,1264.0,646.0,155354.0,155341.0,2216.0,483.0,86.1
계,구로구,2000,351.7,168.0,112.0,56.0,41.3,142.4,,,,,서울시,,402.0,,182.0,,,,,,220.0,,,
계,구로구,2001,405.2,215.5,142.6,72.9,119.0,70.7,,,,,서울시,,719.0,,216.0,,,,4.0,,499.0,,,
계,구로구,2002,425.9,232.1,163.0,69.1,103.1,90.7,,,,,서울시,,510.0,,232.0,,,,2.0,,275.0,,,
계,구로구,2003,444.2,259.4,175.7,83.7,111.8,73.0,,,,,서울시,,489.0,,259.0,,,,5.0,,225.0,,,
계,구로구,2004,385.9,227.5,142.5,85.0,112.3,46.1,,,,,서울시,,393.0,,143.0,,85.0,,2.0,,163.0,,21.0,
계,구로구,2005,416.6,246.1,146.1,100.0,123.3,47.2,,,,,서울시,,1104.0,,146.0,,100.0,,8.0,,850.0,,3.0,
계,구로구,2006,440.3,280.3,170.9,109.4,133.8,26.2,,,,,서울시,,1362.0,,181.0,,109.0,,5.0,,1067.0,,2.0,
계,구로구,2007,435.7,282.6,173.0,109.6,128.4,24.7,,,,,서울시,,1565.0,,173.0,,110.0,,3.0,,1279.0,,4.0,
계,구로구,2008,441.8,295.4,181.0,114.4,128.5,17.9,,,,,서울시,,1147.0,,181.0,,114.0,,5.0,,846.0,,3.0,
계,구로구,2009,430.1,290.6,178.8,111.8,129.6,9.9,,0.96,430.1,449613.0,서울시,,1345.0,,179.0,,112.0,,5.0,,1049.0,,2.0,
계,구로구,2010,308.1,170.1,62.1,108.0,129.0,9.0,,0.68,308.1,452667.0,서울시,1277.0,1097.3,200.1,62.1,108.0,108.0,6.7,5.4,962.2,921.8,8.7,2.0,
계,구로구,2011,276.7,139.0,33.0,106.0,119.0,18.7,,0.6,276.7,458908.0,서울시,1647.0,1481.9,170.7,33.0,106.0,106.0,5.4,4.3,1364.9,1338.6,6.0,2.1,
계,구로구,2012,285.7,152.4,38.8,113.6,128.8,4.5,,0.63,285.7,454478.0,서울시,1197.8,1006.2,172.1,38.8,113.6,113.6,4.7,3.5,907.4,850.3,8.6,2.8,
계,구로구,2013,278.5,139.7,31.0,108.7,122.3,16.5,,0.62,278.5,452168.0,서울시,974.0,759.0,169.8,31.0,108.7,108.7,4.6,3.4,690.9,615.9,7.0,2.3,
계,구로구,2014,322.5,186.9,70.3,116.6,118.3,17.3,,0.71,322.5,457131.0,서울시,1002.1,790.3,205.9,70.3,116.6,116.6,4.8,3.6,674.8,599.8,12.8,3.3,
계,구로구,2015,314.7,176.4,64.2,112.2,114.3,24.0,,0.69,314.7,454604.0,서울시,1175.7,951.7,202.5,64.2,112.2,112.2,5.0,3.7,856.0,771.6,13.9,3.6,
계,구로구,2016,318.2,177.2,64.3,112.9,107.4,33.6,,0.71,318.2,449600.0,서울시,1445.2,1235.9,205.3,64.3,112.9,112.9,4.9,1.3,1122.1,1057.4,14.7,3.4,
계,구로구,2017,310.8,174.5,72.2,102.3,107.7,28.6,,0.7,310.8,441559.0,서울시,1454.2,1250.5,208.5,72.2,102.3,102.3,4.2,1.4,1139.2,1074.6,8.2,2.0,
계,구로구,2018,319.4,172.8,76.0,96.8,119.6,27.0,,0.73,319.4,438486.0,서울시,1423.5,1210.2,222.6,76.0,96.8,96.8,3.8,1.3,1100.3,1036.1,9.7,2.3,
계,구로구,2019,326.5,171.0,74.1,96.9,124.5,30.9,0.1,0.74,326.5,439371.0,서울시,1324.8,1109.2,231.9,76.4,94.6,94.6,3.6,3.2,994.7,935.0,8.6,2.2,
계,구로구,2020,120646.0,63150.0,33108.0,30042.0,39947.0,17541.0,8.0,0.76,329.6,432488.0,서울시,464794.0,394853.0,120646.0,63150.0,,,749.0,618.0,343400.0,331085.0,3141.0,909.0,85.0
계,구로구,2021,136224.0,76846.0,46994.0,29852.0,40405.0,18687.0,287.0,0.89,373.2,421163.0,서울시,443574.0,363386.0,136224.0,76846.0,,,980.0,867.0,306369.0,285674.0,3901.0,1112.0,81.9
계,구로구,2022,134033.0,80101.0,51349.0,28752.0,37846.0,15879.0,208.0,0.88,367.2,418418.0,서울시,509276.0,455054.0,134033.0,80101.0,,,1581.0,1493.0,373662.0,373460.0,3636.0,1089.0,89.4
계,구로구,2023,171610.0,119509.0,91264.0,28245.0,39364.0,12648.0,89.0,1.13,470.2,415651.0,서울시,442207.0,389916.0,171610.0,119509.0,,,1504.0,1371.0,269093.0,269036.0,3443.0,979.0,88.2
계,구로구,2024,122831.0,71343.0,43017.0,28325.0,44102.0,7011.0,375.0,0.81,335.6,411916.0,서울시,298919.0,243815.0,122831.0,71343.0,,,4102.0,734.0,171986.0,171739.0,3490.0,1159.0,81.6
계,금천구,2000,321.7,162.7,133.0,29.7,5.5,153.5,,,,,서울시,,479.0,,153.0,,,,3.0,,323.0,,,
계,금천구,2001,365.4,204.7,155.0,49.7,8.3,152.4,,,,,서울시,,498.0,,205.0,,,,3.0,,290.0,,,
계,금천구,2002,342.8,188.5,145.6,42.9,8.6,145.7,,,,,서울시,,402.0,,189.0,,,,2.0,,212.0,,,
계,금천구,2003,342.0,199.5,146.6,52.9,10.4,132.1,,,,,서울시,,939.0,,200.0,,,,2.0,,738.0,,,
계,금천구,2004,324.7,192.0,139.7,52.3,5.9,126.8,,,,,서울시,,314.0,,146.0,,46.0,,2.0,,120.0,,4.0,
계,금천구,2005,312.7,207.1,142.3,64.8,5.1,100.5,,,,,서울시,,1032.0,,142.0,,65.0,,3.0,,822.0,,4.0,
계,금천구,2006,302.1,193.8,127.6,66.2,9.0,99.3,,,,,서울시,,436.0,,55.0,,66.0,,2.0,,312.0,,3.0,
계,금천구,2007,316.8,200.9,128.8,72.1,22.1,93.8,,,,,서울시,,1226.0,,129.0,,72.0,,6.0,,1019.0,,4.0,
계,금천구,2008,222.3,133.6,55.2,78.4,4.5,84.2,,,,,서울시,,1665.0,,55.0,,78.0,,4.0,,1528.0,,3.0,
계,금천구,2009,272.8,192.0,112.9,79.1,6.0,74.8,,1.04,272.8,263116.0,서울시,,861.0,,113.0,,79.0,,4.0,,665.0,,9.0,
계,금천구,2010,196.7,136.5,56.4,80.1,5.6,54.6,,0.74,196.7,264544.0,서울시,707.2,586.4,116.6,56.4,80.1,80.1,10.7,4.6,499.8,445.3,9.0,5.0,
계,금천구,2011,221.2,128.1,48.3,79.8,6.7,86.4,,0.84,221.2,264256.0,서울시,956.9,780.1,139.7,46.6,81.5,81.5,6.7,2.4,729.0,649.6,20.2,12.7,
계,금천구,2012,223.5,137.2,61.8,75.4,14.2,72.1,,0.86,223.5,260734.0,서울시,839.7,644.3,148.1,61.8,75.4,75.4,1.6,0.9,614.6,506.2,9.3,4.0,
계,금천구,2013,180.2,99.0,31.2,67.8,8.1,73.1,,0.7,180.2,258254.0,서울시,749.8,615.8,112.4,31.2,67.8,67.8,1.6,0.8,568.0,516.0,10.2,5.8,
계,금천구,2014,250.6,166.5,98.1,68.4,7.7,76.4,,0.97,250.6,258030.0,서울시,808.8,671.7,182.2,98.1,68.4,68.4,1.8,0.9,556.4,504.3,9.6,5.4,
계,금천구,2015,240.1,171.5,105.7,65.8,0.7,67.9,,0.94,240.1,256167.0,서울시,889.3,713.3,174.3,105.7,65.8,65.8,0.9,0.5,648.3,541.3,10.1,5.2,
계,금천구,2016,239.6,170.0,105.3,64.7,0.8,68.8,,0.94,239.6,254654.0,서울시,1194.3,1052.6,174.9,105.3,64.7,64.7,0.9,0.5,953.8,882.1,9.7,5.0,
계,금천구,2017,241.8,170.0,110.4,59.6,0.8,71.0,,0.95,241.8,253491.0,서울시,1420.9,1276.0,182.2,110.4,59.6,59.6,3.7,2.9,1175.4,1103.1,9.1,3.4,
계,금천구,2018,248.8,175.2,116.2,59.0,1.3,72.3,,0.98,248.8,254021.0,서울시,1399.2,1258.6,189.8,116.2,59.0,59.0,0.7,0.3,1149.7,1083.1,6.3,2.2,
계,금천구,2019,286.7,198.0,135.5,62.5,0.1,88.6,,1.14,286.7,251820.0,서울시,1931.2,1796.7,227.6,138.9,59.1,59.1,2.1,0.8,1642.4,1597.9,5.7,1.8,
계,금천구,2020,100451.0,69075.0,48929.0,20146.0,5749.0,24736.0,891.0,1.11,274.5,247835.0,서울시,1386371.0,1329639.0,100451.0,69075.0,,,3226.0,2662.0,1282695.0,1257902.0,2514.0,995.0,95.9
계,금천구,2021,98645.0,62226.0,41962.0,20265.0,11718.0,24175.0,525.0,1.1,270.3,244891.0,서울시,491736.0,439256.0,98645.0,62226.0,,,447.0,142.0,392645.0,376888.0,2595.0,1037.0,89.3
계,금천구,2022,99931.0,65228.0,45141.0,20087.0,11294.0,22984.0,425.0,1.13,273.8,242818.0,서울시,416510.0,381317.0,99931.0,65228.0,,,1291.0,897.0,315288.0,315193.0,2873.0,1220.0,91.6
계,금천구,2023,101244.0,64988.0,45608.0,19380.0,11071.0,21475.0,3710.0,1.15,277.4,241105.0,서울시,364034.0,327268.0,101244.0,64988.0,,,858.0,361.0,261932.0,261919.0,2818.0,1011.0,89.9
계,금천구,2024,96694.0,64032.0,44733.0,19299.0,10564.0,21528.0,570.0,1.11,264.2,239070.0,서울시,222620.0,189467.0,96694.0,64032.0,,,3077.0,2620.0,122849.0,122816.0,2969.0,1157.0,85.1
계,노원구,2000,489.1,232.7,160.0,72.7,245.0,11.4,,,,,서울시,,573.0,,214.0,,,,,,359.0,,,
계,노원구,2001,484.4,252.1,147.7,104.4,219.5,12.8,,,,,서울시,,609.0,,252.0,,,,,,357.0,,,
계,노원구,2002,489.4,288.3,160.4,127.9,184.8,16.3,,,,,서울시,,835.0,,288.0,,,,,,547.0,,,
계,노원구,2003,489.8,303.1,158.3,144.8,168.9,17.8,,,,,서울시,,466.0,,303.0,,,,,,163.0,,,
계,노원구,2004,473.4,305.3,156.6,148.7,162.7,5.4,,,,,서울시,,1828.0,,157.0,,149.0,,,,1523.0,,5.0,
계,노원구,2005,451.8,293.8,138.5,155.3,155.2,2.8,,,,,서울시,,790.0,,139.0,,155.0,,,,496.0,,4.0,
계,노원구,2006,449.5,295.5,138.2,157.3,150.9,3.1,,,,,서울시,,1488.0,,105.0,,157.0,,,,1226.0,,3.0,
계,노원구,2007,441.4,287.1,122.5,164.6,147.6,6.7,,,,,서울시,,818.0,,122.0,,165.0,,,,531.0,,3.0,
계,노원구,2008,420.2,272.3,104.6,167.7,118.6,29.3,,,,,서울시,,689.0,,105.0,,168.0,,,,416.0,,2.0,
계,노원구,2009,541.2,345.4,179.8,165.6,127.0,68.8,,0.88,541.2,615161.0,서울시,,729.0,,180.0,,166.0,,,,384.0,,2.0,
계,노원구,2010,452.9,290.1,130.1,160.0,117.4,45.4,,0.74,452.9,615425.0,서울시,1210.7,979.7,292.9,130.1,160.0,160.0,74.7,11.6,683.1,678.0,8.1,2.8,
계,노원구,2011,303.7,182.8,18.0,164.8,119.9,1.0,,0.5,303.7,608062.0,서울시,977.2,787.7,137.6,16.7,166.1,166.1,61.6,,611.9,604.9,8.3,2.7,
계,노원구,2012,307.9,187.3,21.6,165.7,120.1,0.5,,0.51,307.9,600829.0,서울시,894.8,767.3,142.2,21.6,165.7,165.7,,,586.9,580.0,17.6,3.1,
계,노원구,2013,302.4,183.1,19.8,163.3,115.3,4.0,,0.51,302.4,594027.0,서울시,1098.2,898.4,139.1,19.8,163.3,163.3,76.7,,719.1,715.3,18.9,2.9,
계,노원구,2014,356.4,237.0,67.2,169.8,108.4,11.0,,0.61,356.4,586056.0,서울시,1192.2,998.5,186.6,67.2,169.8,169.8,71.1,0.2,764.7,761.3,17.7,2.3,
계,노원구,2015,464.2,351.0,188.2,162.8,106.2,7.0,,0.8,464.2,578221.0,서울시,1095.1,902.8,301.4,188.2,162.8,162.8,76.8,0.2,554.1,551.6,18.7,3.4,
계,노원구,2016,455.1,335.7,177.7,158.0,112.6,6.8,,0.8,455.1,571212.0,서울시,1202.2,989.1,297.1,177.7,158.0,158.0,90.0,0.3,657.1,653.1,18.0,3.5,
계,노원구,2017,416.7,309.0,170.3,138.7,101.2,6.5,,0.75,416.7,558075.0,서울시,1640.2,1444.6,278.0,170.3,138.7,138.7,82.6,,1140.9,1135.6,16.5,2.0,
계,노원구,2018,467.2,360.2,228.3,131.9,102.3,4.7,,0.85,467.2,548160.0,서울시,1725.8,1533.6,335.3,228.3,131.9,131.9,136.0,54.0,1122.6,1119.4,18.1,1.8,
계,노원구,2019,317.3,207.4,82.4,125.0,104.6,3.9,1.4,0.59,317.3,537303.0,서울시,1575.4,1364.8,188.6,78.7,128.7,128.7,99.3,2.4,1158.8,1155.0,16.1,2.0,
계,노원구,2020,144500.0,102566.0,59548.0,43018.0,39196.0,1926.0,813.0,0.75,394.8,527032.0,서울시,399687.0,330209.0,144500.0,102566.0,,,26478.0,375.0,228709.0,227268.0,5946.0,729.0,82.6
계,노원구,2021,135900.0,95590.0,53368.0,42222.0,36352.0,3854.0,104.0,0.72,372.3,514946.0,서울시,392900.0,326057.0,135900.0,95590.0,,,27013.0,1088.0,229987.0,229380.0,5808.0,744.0,83.0
계,노원구,2022,145778.0,106889.0,64645.0,42244.0,35346.0,3490.0,53.0,0.79,399.4,508014.0,서울시,558725.0,495693.0,145778.0,106889.0,,,24876.0,969.0,388071.0,387836.0,4716.0,692.0,88.7
계,노원구,2023,140139.0,102671.0,62070.0,40600.0,33276.0,3815.0,377.0,0.76,383.9,502925.0,서울시,485244.0,420832.0,140139.0,102671.0,,,38244.0,11579.0,306861.0,306582.0,2998.0,753.0,86.7
계,노원구,2024,150001.0,96090.0,55535.0,40555.0,41725.0,1856.0,10329.0,0.83,409.8,496552.0,서울시,359945.0,280795.0,150001.0,96090.0,,,26136.0,1017.0,183808.0,183688.0,3058.0,768.0,78.0
계,도봉구,2000,351.9,205.2,158.0,47.2,,146.7,,,,,서울시,,966.0,,209.0,,,,,,757.0,,,
계,도봉구,2001,298.1,146.8,106.9,39.9,,151.3,,,,,서울시,,1687.0,,147.0,,,,,,1540.0,,,
계,도봉구,2002,257.2,101.7,60.4,41.3,,155.5,,,,,서울시,,588.0,,102.0,,,,,,486.0,,,
계,도봉구,2003,286.8,128.5,79.4,49.1,,158.3,,,,,서울시,,1010.0,,129.0,,,,,,882.0,,,
계,도봉구,2004,242.0,125.3,53.0,72.3,,116.7,,,,,서울시,,503.0,,55.0,,70.0,,,,378.0,,3.0,
계,도봉구,2005,229.9,140.7,54.0,86.7,,89.2,,,,,서울시,,393.0,,54.0,,87.0,,,,252.0,,4.0,
계,도봉구,2006,416.1,323.4,218.8,104.6,5.2,87.5,,,,,서울시,,553.0,,211.0,,105.0,,,,237.0,,3.0,
계,도봉구,2007,412.5,322.8,224.2,98.6,28.2,61.5,,,,,서울시,,510.0,,224.0,,99.0,,,,187.0,,4.0,
계,도봉구,2008,398.0,311.4,210.6,100.8,48.9,37.7,,,,,서울시,,625.0,,211.0,,101.0,,,,313.0,,5.0,
계,도봉구,2009,307.4,233.5,131.6,101.9,54.3,19.6,,0.83,307.4,372398.0,서울시,,561.0,,132.0,,102.0,,,,327.0,,2.0,
계,도봉구,2010,400.6,325.7,227.3,98.4,59.7,15.2,,1.08,400.6,370734.0,서울시,839.4,763.5,302.2,227.3,98.4,98.4,,,438.8,437.8,5.0,2.0,
계,도봉구,2011,404.3,328.2,234.3,93.9,64.0,12.1,,1.1,404.3,367949.0,서울시,761.8,682.2,309.4,233.3,94.9,94.9,,,357.5,354.0,4.7,1.8,
계,도봉구,2012,400.4,326.9,231.9,95.0,64.2,9.3,,1.1,400.4,364454.0,서울시,681.2,605.8,305.4,231.9,95.0,95.0,,,280.8,278.9,4.9,1.7,
계,도봉구,2013,386.2,318.5,226.8,91.7,58.6,9.1,,1.07,386.2,360609.0,서울시,673.3,604.4,294.5,226.8,91.7,91.7,,,287.1,285.9,4.2,1.4,
계,도봉구,2014,348.1,279.9,181.8,98.1,55.4,12.8,,0.98,348.1,355712.0,서울시,641.7,573.1,250.0,181.8,98.1,98.1,,,293.6,293.2,5.1,2.2,
계,도봉구,2015,314.7,244.7,147.8,96.9,61.0,9.0,,0.89,314.7,353241.0,서울시,751.9,680.4,217.8,147.8,96.9,96.9,,,437.2,435.7,4.6,1.2,
계,도봉구,2016,315.1,247.0,156.3,90.7,62.4,5.7,,0.9,315.1,350272.0,서울시,745.5,675.3,224.4,156.3,90.7,90.7,,,430.4,428.3,4.7,1.2,
계,도봉구,2017,243.6,172.4,90.1,82.3,64.3,6.9,,0.7,243.6,346234.0,서울시,641.3,542.6,161.3,90.1,82.3,82.3,10.7,1.1,387.0,369.1,4.3,1.1,
계,도봉구,2018,255.7,188.1,109.8,78.3,59.6,8.0,,0.75,255.7,341649.0,서울시,706.9,582.0,177.4,109.8,78.3,78.3,13.0,13.0,438.2,380.9,4.6,1.3,
계,도봉구,2019,345.1,220.7,140.0,80.7,76.0,5.7,42.7,1.03,345.1,335631.0,서울시,802.1,623.2,266.9,142.5,78.2,78.2,0.9,0.8,456.1,401.7,3.7,1.2,
계,도봉구,2020,110126.0,72850.0,46187.0,26663.0,34579.0,2599.0,98.0,0.92,300.9,327361.0,서울시,470991.0,415042.0,110126.0,72850.0,,,29365.0,23200.0,331501.0,318992.0,1426.0,433.0,88.1
계,도봉구,2021,91929.0,53467.0,27155.0,26313.0,35235.0,3095.0,132.0,0.79,251.9,319373.0,서울시,331240.0,292070.0,91929.0,53467.0,,,282.0,265.0,239030.0,238338.0,1476.0,450.0,88.2
계,도봉구,2022,94263.0,70069.0,43989.0,26080.0,20088.0,2597.0,1509.0,0.82,258.3,313989.0,서울시,276204.0,251984.0,94263.0,70069.0,,,1262.0,1253.0,180679.0,180663.0,1449.0,406.0,91.2
