대분류,자치구,연도,발생량,재활용_합계,재활용,음식물,소각,매립,기타,주민1인당_생활폐기물_kg_일,생활계폐기물_톤_일,주민수
계,성북구,2017,345.5,238.0,142.6,95.4,91.2,16.3,,0.76,345.5,455407.0
계,성북구,2018,348.5,249.8,155.8,94.0,85.3,13.4,,0.78,348.5,447687.0
계,성북구,2019,371.3,275.6,180.5,95.1,86.1,8.8,0.8,0.82,371.3,454744.0
계,성북구,2020,132342.0,90004.0,58017.0,31987.0,37020.0,5206.0,112.0,0.81,361.6,447056.0
계,성북구,2021,136000.0,100565.0,68936.0,31629.0,31140.0,3620.0,675.0,0.85,372.6,440142.0
계,성북구,2022,125909.0,85083.0,51634.0,33449.0,29930.0,3031.0,7865.0,0.78,345.0,441984.0
계,성북구,2023,123724.0,83204.0,49463.0,33741.0,38734.0,1421.0,365.0,0.77,339.0,438168.0
계,성북구,2024,117738.0,87203.0,55025.0,32178.0,28119.0,1972.0,445.0,0.74,321.7,435037.0
계,송파구,2000,813.9,408.0,334.0,74.0,5.1,400.8,,,,
계,송파구,2001,848.9,452.6,334.9,117.7,3.1,393.2,,,,
계,송파구,2002,822.4,461.9,328.9,133.0,10.7,349.8,,,,
계,송파구,2003,898.0,546.1,323.7,222.4,24.0,327.9,,,,
계,송파구,2004,882.1,564.6,337.8,226.8,17.1,300.4,,,,
계,송파구,2005,868.9,632.6,340.6,292.0,13.4,222.9,,,,
계,송파구,2006,884.6,640.3,351.3,289.0,18.7,225.6,,,,
계,송파구,2007,929.7,708.8,425.7,283.1,32.2,188.7,,,,
계,송파구,2008,935.8,695.8,398.0,297.8,131.8,108.2,,,,
계,송파구,2009,791.1,584.1,261.9,322.2,134.3,72.7,,1.15,791.1,689296.0
계,송파구,2010,733.3,545.1,263.6,281.5,141.7,46.5,,1.06,733.3,693144.0
계,송파구,2011,751.5,531.7,257.7,274.0,146.1,73.7,,1.09,751.5,690466.0
계,송파구,2012,644.2,467.5,244.2,223.3,140.5,36.2,,0.95,644.2,680150.0
계,송파구,2013,599.8,425.7,238.9,186.8,131.8,42.3,,0.89,599.8,674955.0
계,송파구,2014,555.5,360.9,176.2,184.7,130.6,64.0,,0.83,555.5,671794.0
계,송파구,2015,575.7,397.6,176.6,221.0,121.4,56.7,,0.86,575.7,667480.0
계,송파구,2016,569.7,398.7,191.6,207.1,136.0,35.0,,0.86,569.7,664946.0
계,송파구,2017,550.3,370.4,181.7,188.7,132.5,47.4,,0.82,550.3,671173.0
계,송파구,2018,611.8,416.9,199.2,217.7,123.3,71.6,,0.91,611.8,673507.0
계,송파구,2019,808.2,604.8,190.1,414.7,114.9,84.7,3.8,1.18,808.2,682741.0
계,송파구,2020,266247.0,198010.0,121708.0,76302.0,35498.0,32302.0,438.0,1.08,727.5,673926.0
계,송파구,2021,253209.0,173237.0,100368.0,72869.0,40967.0,31434.0,7571.0,1.04,693.7,663965.0
계,송파구,2022,301830.0,177052.0,105291.0,71761.0,39669.0,33624.0,51485.0,1.24,826.9,664514.0
계,송파구,2023,262182.0,156087.0,87724.0,68363.0,39356.0,24918.0,41821.0,1.09,718.3,660025.0
계,송파구,2024,268890.0,162401.0,96844.0,65558.0,48885.0,14789.0,42814.0,1.12,734.7,656310.0
계,양천구,2000,497.4,247.0,226.0,21.0,235.0,15.4,,,,
계,양천구,2001,581.8,329.2,303.0,26.2,227.9,24.7,,,,
계,양천구,2002,466.3,253.9,195.2,58.7,192.3,20.1,,,,
계,양천구,2003,432.3,254.2,151.3,102.9,148.5,29.6,,,,
계,양천구,2004,470.7,314.9,191.7,123.2,138.1,17.7,,,,
계,양천구,2005,446.7,308.9,183.3,125.6,134.9,2.9,,,,
계,양천구,2006,463.4,320.1,188.1,132.0,132.0,11.3,,,,
계,양천구,2007,624.2,481.7,340.4,141.3,128.0,14.5,,,,
계,양천구,2008,505.4,339.1,186.1,153.0,109.7,56.6,,,,
계,양천구,2009,534.7,363.8,205.0,158.8,88.0,82.9,,1.06,534.7,506684.0
계,양천구,2010,277.4,220.8,66.7,154.1,45.0,11.6,,0.55,277.4,505223.0
계,양천구,2011,257.4,184.1,50.9,133.2,65.5,7.8,,0.51,257.4,505605.0
계,양천구,2012,274.5,173.2,38.1,135.1,96.5,4.8,,0.55,274.5,500533.0
계,양천구,2013,276.1,179.1,41.0,138.1,89.5,7.5,,0.56,276.1,496934.0
계,양천구,2014,347.9,230.7,111.3,119.4,96.3,20.9,,0.71,347.9,490708.0
계,양천구,2015,322.5,222.5,105.3,117.2,81.0,19.0,,0.66,322.5,489010.0
계,양천구,2016,287.9,187.4,75.6,111.8,81.6,18.9,,0.6,287.9,481845.0
계,양천구,2017,295.4,194.2,85.8,108.4,80.4,20.8,,0.62,295.4,475018.0
계,양천구,2018,297.7,200.0,95.1,104.9,84.2,13.5,,0.64,297.7,468145.0
계,양천구,2019,340.8,221.5,104.0,117.5,101.3,18.0,,0.74,340.8,462285.0
계,양천구,2020,144360.0,104623.0,72041.0,32582.0,33003.0,6734.0,,0.86,394.4,457781.0
계,양천구,2021,128894.0,86602.0,54322.0,32280.0,30053.0,10819.0,1420.0,0.78,353.1,450487.0
계,양천구,2022,123688.0,80582.0,47876.0,32706.0,33872.0,6324.0,2911.0,0.76,338.9,444010.0
계,양천구,2023,115678.0,78725.0,48748.0,29977.0,29907.0,6779.0,266.0,0.72,316.9,439252.0
계,양천구,2024,121756.0,72237.0,42695.0,29542.0,33545.0,6453.0,9522.0,0.77,332.7,434351.0
계,영등포구,2000,596.2,217.7,155.0,62.7,0.7,377.8,,,,
계,영등포구,2001,628.0,226.4,162.2,64.2,7.0,394.6,,,,
계,영등포구,2002,670.3,252.3,192.4,59.9,10.0,408.0,,,,
계,영등포구,2003,686.4,272.8,208.7,64.1,7.2,406.4,,,,
계,영등포구,2004,658.2,317.3,183.5,133.8,7.3,333.6,,,,
계,영등포구,2005,559.5,344.7,163.7,181.0,4.3,210.5,,,,
계,영등포구,2006,540.4,354.2,163.1,191.1,6.0,180.2,,,,
계,영등포구,2007,561.9,360.5,163.7,196.8,67.5,133.9,,,,
계,영등포구,2008,599.8,411.5,201.7,209.8,91.2,97.1,,,,
계,영등포구,2009,537.0,407.1,200.2,206.9,66.7,63.2,,1.22,537.0,441747.0
계,영등포구,2010,541.1,422.1,215.1,207.0,46.5,72.5,,1.21,541.1,445648.0
계,영등포구,2011,366.0,227.3,20.4,206.9,110.2,28.5,,0.83,366.0,439555.0
계,영등포구,2012,403.2,246.5,47.3,199.2,126.2,30.5,,0.94,403.2,426876.0
계,영등포구,2013,305.8,163.7,22.9,140.8,112.2,29.9,,0.73,305.8,421577.0
계,영등포구,2014,356.1,196.2,59.1,137.1,119.9,40.0,,0.84,356.1,421436.0
계,영등포구,2015,389.9,249.0,88.3,160.7,113.5,27.4,,0.93,389.9,417811.0
계,영등포구,2016,406.8,287.7,132.7,155.0,97.4,21.7,,1.0,406.8,406779.0
계,영등포구,2017,340.7,230.2,75.7,154.5,88.5,22.0,,0.85,340.7,402024.0
계,영등포구,2018,335.3,216.6,82.3,134.3,106.4,12.3,,0.83,335.3,403600.0
계,영등포구,2019,417.3,266.4,111.0,155.4,99.6,47.6,3.7,1.04,417.3,400986.0
계,영등포구,2020,164492.0,108772.0,58838.0,49934.0,44477.0,9801.0,1442.0,1.1,449.4,407367.0
계,영등포구,2021,161206.0,112103.0,64107.0,47997.0,32519.0,14311.0,2274.0,1.1,441.7,400908.0
계,영등포구,2022,167303.0,113275.0,65114.0,48162.0,39621.0,13033.0,1375.0,1.15,458.4,398085.0
계,영등포구,2023,166688.0,114964.0,66360.0,48604.0,40194.0,10454.0,1076.0,1.15,456.7,397800.0
계,영등포구,2024,158377.0,106906.0,60696.0,46210.0,42491.0,7829.0,1150.0,1.09,432.7,397173.0
계,용산구,2000,345.8,127.6,107.0,20.6,2.5,215.7,,,,
계,용산구,2001,351.0,133.3,97.2,36.1,0.7,217.0,,,,
계,용산구,2002,350.8,137.7,98.1,39.6,,213.1,,,,
계,용산구,2003,346.2,135.6,96.4,39.2,9.7,200.9,,,,
계,용산구,2004,343.1,138.5,80.6,57.9,9.1,195.5,,,,
계,용산구,2005,300.8,173.8,71.8,102.0,94.2,32.8,,,,
계,용산구,2006,326.2,172.8,83.3,89.5,124.2,29.2,,,,
계,용산구,2007,286.1,148.0,63.8,84.2,110.7,27.4,,,,
계,용산구,2008,284.4,148.9,62.7,86.2,111.8,23.7,,,,
계,용산구,2009,326.7,217.1,123.7,93.4,90.8,18.8,,1.3,326.7,251200.0
계,용산구,2010,203.7,180.8,85.0,95.8,16.7,6.2,,0.79,203.7,257143.0
계,용산구,2011,214.2,105.1,20.4,84.7,97.3,11.8,,0.83,214.2,259288.0
계,용산구,2012,227.9,122.5,39.8,82.7,97.0,8.4,,0.89,227.9,255294.0
계,용산구,2013,193.2,97.3,19.3,78.0,87.6,8.3,,0.77,193.2,251925.0
계,용산구,2014,273.0,177.3,100.2,77.1,86.9,8.8,,1.09,273.0,249914.0
계,용산구,2015,255.1,165.5,87.7,77.8,79.9,9.7,,1.03,255.1,247909.0
계,용산구,2016,262.1,166.9,89.7,77.2,83.9,11.3,,1.07,262.1,245102.0
계,용산구,2017,262.7,166.2,91.3,74.9,79.4,17.1,,1.07,262.7,244444.0
계,용산구,2018,288.4,193.0,118.9,74.1,74.5,20.9,,1.18,288.4,245090.0
계,용산구,2019,305.2,198.6,127.8,70.8,69.3,31.3,6.0,1.24,305.2,245185.0
계,용산구,2020,110255.0,72190.0,48882.0,23308.0,28417.0,9575.0,73.0,1.23,301.2,244645.0
계,용산구,2021,107173.0,68334.0,45669.0,22665.0,29489.0,9113.0,237.0,1.24,293.6,237285.0
계,용산구,2022,216363.0,178471.0,153510.0,24960.0,31172.0,6511.0,209.0,2.54,592.8,233284.0
계,용산구,2023,208742.0,171993.0,149004.0,22989.0,31658.0,4979.0,111.0,2.52,571.9,227106.0
계,용산구,2024,103895.0,67515.0,42197.0,25318.0,32618.0,3506.0,257.0,1.31,283.9,217194.0
계,은평구,2000,359.0,145.0,116.0,29.0,1.7,212.3,,,,
계,은평구,2001,386.9,171.5,119.7,51.8,3.4,212.0,,,,
계,은평구,2002,404.6,178.7,124.0,54.7,3.4,222.5,,,,
계,은평구,2003,382.7,153.9,95.4,58.5,3.3,225.5,,,,
계,은평구,2004,347.8,141.9,66.8,75.1,2.6,203.3,,,,
계,은평구,2005,331.3,188.6,102.6,86.0,4.3,138.4,,,,
계,은평구,2006,318.9,172.6,87.9,84.7,8.0,138.3,,,,
계,은평구,2007,295.3,147.7,60.6,87.1,9.3,138.3,,,,
계,은평구,2008,286.4,139.2,55.4,83.8,25.8,121.4,,,,
계,은평구,2009,344.4,215.1,137.8,77.3,28.7,100.6,,0.73,344.4,470782.0
계,은평구,2010,264.6,130.4,52.1,78.3,40.3,93.9,,0.54,264.6,492925.0
계,은평구,2011,270.3,136.2,55.9,80.3,39.4,94.7,,0.54,270.3,498350.0
계,은평구,2012,261.1,136.0,62.9,73.1,43.7,81.4,,0.52,261.1,505902.0
계,은평구,2013,294.9,153.9,69.2,84.7,41.9,99.1,,0.58,294.9,508111.0
계,은평구,2014,300.3,158.2,69.6,88.6,44.5,97.6,,0.6,300.3,503243.0
계,은평구,2015,227.5,159.8,66.6,93.2,40.8,26.9,,0.45,227.5,502578.0
계,은평구,2016,283.4,148.6,57.3,91.3,85.8,49.0,,0.57,283.4,495937.0
계,은평구,2017,319.6,183.3,96.6,86.7,71.8,64.5,,0.65,319.6,491202.0
계,은평구,2018,333.3,195.0,110.8,84.2,49.7,88.6,,0.68,333.3,487666.0
계,은평구,2019,369.0,224.9,150.8,74.1,49.2,94.5,0.4,0.76,369.0,484546.0
계,은평구,2020,139243.0,81603.0,52496.0,29107.0,19271.0,38299.0,71.0,0.79,380.4,484043.0
계,은평구,2021,138304.0,83540.0,55091.0,28450.0,14275.0,40420.0,69.0,0.79,378.9,477173.0
계,은평구,2022,128783.0,72461.0,44847.0,27614.0,16763.0,38861.0,698.0,0.75,352.8,470602.0
계,은평구,2023,123761.0,74038.0,47526.0,26512.0,16353.0,33351.0,20.0,0.72,339.1,470869.0
계,은평구,2024,127441.0,72827.0,46712.0,26115.0,24803.0,29811.0,,0.75,348.2,465350.0
계,종로구,2000,439.3,157.7,124.0,33.7,1.6,280.0,,,,
계,종로구,2001,445.8,151.3,91.2,60.1,5.8,288.7,,,,
계,종로구,2002,455.8,179.3,119.5,59.8,5.7,270.8,,,,
계,종로구,2003,479.1,220.1,155.6,64.5,6.1,252.9,,,,
계,종로구,2004,498.6,270.0,170.2,99.8,6.6,222.0,,,,
계,종로구,2005,564.9,396.7,269.4,127.3,6.8,161.4,,,,
계,종로구,2006,442.8,271.5,150.5,121.0,6.2,165.1,,,,
계,종로구,2007,467.0,300.4,175.4,125.0,7.0,159.6,,,,
계,종로구,2008,432.5,273.4,151.4,122.0,8.4,150.7,,,,
계,종로구,2009,385.4,242.9,121.5,121.4,98.8,43.7,,2.17,385.4,177543.0
계,종로구,2010,439.0,288.0,154.1,133.9,85.7,65.3,,2.45,439.0,179362.0
계,종로구,2011,411.0,261.1,157.9,103.2,85.4,64.5,,2.32,411.0,177419.0
계,종로구,2012,386.6,268.9,159.9,109.0,102.8,14.9,,2.23,386.6,173148.0
계,종로구,2013,354.7,222.5,106.9,115.6,98.8,33.4,,2.11,354.7,167867.0
계,종로구,2014,365.4,227.4,107.9,119.5,103.9,34.1,,2.21,365.4,165344.0
계,종로구,2015,324.4,200.5,103.7,96.8,91.9,32.0,,1.98,324.4,163822.0
계,종로구,2016,406.0,227.2,119.3,107.9,142.5,36.3,,2.51,406.0,161922.0
계,종로구,2017,375.1,227.7,122.3,105.4,109.6,37.8,,2.28,375.1,164257.0
계,종로구,2018,362.7,234.7,133.9,100.8,86.1,41.9,,2.22,362.7,163026.0
계,종로구,2019,339.9,219.6,124.5,95.1,79.9,40.3,0.1,2.1,339.9,161869.0
계,종로구,2020,96692.0,56165.0,28337.0,27828.0,30536.0,9466.0,525.0,1.66,264.2,158996.0
계,종로구,2021,83878.0,45404.0,20135.0,25269.0,30427.0,7518.0,529.0,1.49,229.8,153789.0
계,종로구,2022,104369.0,62003.0,33722.0,28281.0,35421.0,6635.0,310.0,1.88,285.9,152211.0
계,종로구,2023,97419.0,54632.0,25469.0,29163.0,35774.0,5645.0,1368.0,1.77,266.9,150453.0
계,종로구,2024,98887.0,58688.0,29130.0,29559.0,35903.0,3869.0,427.0,1.81,270.2,149608.0
계,중구,2000,513.6,225.6,131.0,94.6,0.8,287.2,,,,
계,중구,2001,587.1,282.4,188.5,93.9,1.1,303.6,,,,
계,중구,2002,550.1,241.9,150.4,91.5,1.4,306.8,,,,
계,중구,2003,546.7,259.7,150.4,109.3,2.4,284.6,,,,
계,중구,2004,512.5,241.3,138.8,102.5,1.9,269.3,,,,
계,중구,2005,485.4,269.7,129.1,140.6,153.9,61.8,,,,
계,중구,2006,499.3,277.7,127.9,149.9,182.6,39.0,,,,
계,중구,2007,501.8,277.7,136.5,141.2,195.6,28.5,,,,
계,중구,2008,621.3,405.3,261.8,143.5,184.6,31.4,,,,
계,중구,2009,487.4,290.7,147.4,143.3,155.3,41.4,,3.54,487.4,137861.0
계,중구,2010,529.2,288.4,148.4,140.0,198.1,42.7,,3.75,529.2,141200.0
계,중구,2011,562.9,318.2,175.5,142.7,203.3,41.4,,3.98,562.9,141567.0
계,중구,2012,553.4,330.5,182.6,147.9,208.6,14.3,,3.93,553.4,140807.0
계,중구,2013,507.9,327.9,196.5,131.4,166.7,13.3,,3.68,507.9,137990.0
계,중구,2014,504.5,317.1,187.1,130.0,168.0,19.4,,3.7,504.5,136227.0
계,중구,2015,500.3,315.1,187.3,127.8,164.5,20.7,,3.72,500.3,134329.0
계,중구,2016,499.2,312.2,186.1,126.1,167.0,20.0,,3.71,499.2,134409.0
계,중구,2017,446.0,225.4,118.0,107.4,183.1,37.5,,3.31,446.0,134593.0
계,중구,2018,429.7,241.5,126.7,114.8,147.0,41.2,,3.17,429.7,135633.0
계,중구,2019,413.7,224.3,136.5,87.8,133.9,55.5,,3.03,413.7,136488.0
계,중구,2020,130842.0,72461.0,43148.0,29313.0,47006.0,11375.0,,2.66,357.5,134635.0
계,중구,2021,108816.0,50113.0,21472.0,28641.0,48862.0,9611.0,229.0,2.26,298.1,131787.0
계,중구,2022,118766.0,66571.0,31899.0,34672.0,43571.0,8318.0,306.0,2.49,325.4,130785.0
계,중구,2023,132481.0,78731.0,41777.0,36954.0,45292.0,6595.0,1862.0,2.75,363.0,131793.0
계,중구,2024,133576.0,85767.0,47751.0,38016.0,41851.0,4641.0,1318.0,2.78,365.0,131214.0
계,중랑구,2000,366.8,151.0,107.0,44.0,2.6,213.2,,,,
계,중랑구,2001,334.6,125.9,86.1,39.8,3.1,205.6,,,,
계,중랑구,2002,339.9,139.0,102.0,37.0,6.3,194.6,,,,
계,중랑구,2003,340.2,142.2,106.6,35.6,11.3,186.7,,,,
계,중랑구,2004,319.5,163.6,91.1,72.5,6.1,149.8,,,,
계,중랑구,2005,342.8,221.4,140.9,80.5,5.9,115.5,,,,
계,중랑구,2006,339.6,183.7,103.7,80.1,9.1,146.8,,,,
계,중랑구,2007,359.3,169.7,89.0,80.7,71.2,118.4,,,,
계,중랑구,2008,292.0,169.1,92.4,76.7,76.0,46.9,,,,
계,중랑구,2009,393.5,285.5,210.6,74.9,86.6,21.4,,0.92,393.5,429700.0
계,중랑구,2010,214.9,124.0,27.3,96.7,65.7,25.2,,0.5,214.9,432302.0
계,중랑구,2011,213.1,110.5,18.9,91.6,91.1,11.5,,0.5,213.1,428672.0
계,중랑구,2012,222.5,124.5,27.1,97.4,90.8,7.2,,0.53,222.5,423655.0
계,중랑구,2013,227.4,127.1,24.5,102.6,86.4,13.9,,0.54,227.4,421237.0
계,중랑구,2014,369.4,262.0,159.6,102.4,83.8,23.6,,0.87,369.4,423411.0
계,중랑구,2015,392.1,287.9,188.3,99.6,88.9,15.3,,0.94,392.1,418620.0
계,중랑구,2016,387.9,283.6,190.4,93.2,90.0,14.3,,0.93,387.9,415677.0
계,중랑구,2017,361.3,263.5,172.8,90.7,81.7,16.1,,0.88,361.3,412780.0
계,중랑구,2018,391.9,281.7,192.9,88.8,84.2,26.0,,0.96,391.9,408147.0
계,중랑구,2019,330.5,223.1,186.0,37.1,89.3,17.7,0.4,0.82,330.5,402024.0
계,중랑구,2020,123561.0,82943.0,51207.0,31736.0,33840.0,6778.0,,0.84,337.6,399562.0
계,중랑구,2021,105213.0,64188.0,33497.0,30691.0,33476.0,7527.0,23.0,0.74,288.3,391885.0
계,중랑구,2022,104375.0,63404.0,32872.0,30532.0,33253.0,6819.0,900.0,0.73,286.0,390140.0
계,중랑구,2023,96847.0,57284.0,28112.0,29172.0,35055.0,4233.0,275.0,0.68,265.3,387470.0
계,중랑구,2024,107223.0,66826.0,37464.0,29362.0,37416.0,2942.0,39.0,0.76,293.0,385349.0
