대분류,자치구,연도,발생량,재활용_합계,재활용,음식물,소각,매립,기타,주민1인당_생활폐기물_kg_일,생활계폐기물_톤_일,주민수,재활용총량_발생량,재활용총량_재활용량,생활폐기물재활용통계_발생량,생활폐기물재활용통계_재활용량,음식물폐기물_발생량,음식물폐기물_재활용량,사업장배출시설계_발생량,사업장배출시설계_재활용량,건설폐기물_발생량,건설폐기물_재활용량,지정폐기물_발생량,지정폐기물_재활용량,재활용률,음식물총량,가정_소계,가정_단독주택,가정_공동주택,가정_소형음식점,다량배출사업장_소계,다량배출사업장_집단급식소,다량배출사업장_음식점200이상,다량배출사업장_대규모점포,다량배출사업장_농수산시장,다량배출사업장_관광숙박시설,사업장폐기물배출자_소계,사업장폐기물배출자_집단급식소,사업장폐기물배출자_음식점200이상,사업장폐기물배출자_대규모점포,사업장폐기물배출자_농수산시장,사업장폐기물배출자_관광숙박시설
계,도봉구,2023,102431,58070,31074,26996,36818,2605,4938,0.91,280.6,309494,198114,153461,102431,58070,,,453,453,95230,94939,1849,410,77.5,74,60.1,16.4,24.5,19.2,7,4.6,2.4,,,0.1,6.9,,,4,2.9,
계,도봉구,2024,88094,61429,37068,24361,20306,2084,4276,0.79,240.7,306032,551322,524656,88094,61429,,,19,19,463209,463209,1400,467,95.2,,,,,,,,,,,,,,,,,
계,동대문구,2000,462.7,174.7,122,52.7,1.4,286.6,,,,,,717,,162,,,,,,555,,,,,,,,,,,,,,,,,,,,
계,동대문구,2001,485.7,190.3,116.6,73.7,1.1,294.3,,,,,,703,,190,,,,,,513,,,,,,,,,,,,,,,,,,,,
계,동대문구,2002,487.3,186.3,114.9,71.4,1.9,299.1,,,,,,776,,186,,,,,,590,,,,,,,,,,,,,,,,,,,,
계,동대문구,2003,512.1,209.4,151,58.4,5.6,297.1,,,,,,1395,,209,,,,,,1185,,,,,,,,,,,,,,,,,,,,
계,동대문구,2004,552.4,276.4,187.5,88.9,6.4,269.6,,,,,,1805,,203,,73,,,,1529,,4,,,,,,,,,,,,,,,,,,
계,동대문구,2005,523.8,339.5,226.1,113.4,10.2,174.1,,,,,,1060,,227,,113,,,,720,,4,,,,,,,,,,,,,,,,,,
계,동대문구,2006,538.4,363.7,247.9,115.8,10.8,163.9,,,,,,1046,,180,,116,,,,751,,4,,,,,,,,,,,,,,,,,,
계,동대문구,2007,486.8,324.9,211.2,113.7,0.7,161.2,,,,,,1653,,211,,114,,3,,1325,,1,,,,,,,,,,,,,,,,,,
계,동대문구,2008,421.7,262.9,179.6,83.3,9,149.8,,,,,,1618,,180,,83,,27,,1328,,1,,,,,,,,,,,,,,,,,,
계,동대문구,2009,378.1,239,148.2,90.8,,139.1,,1.01,378.1,374277,,1627,,148,,91,,0,,1388,,1,,,,,,,,,,,,,,,,,,
계,동대문구,2010,409.4,279.3,187.9,91.4,,130.1,,1.08,409.4,379343,1240.9,1086.7,318,187.9,91.4,91.4,,,831.5,807.4,4.5,0.7,,,,,,,,,,,,,,,,,,
계,동대문구,2011,444.5,311.2,216.2,95,,133.3,,1.17,444.5,378534,1776.9,1627.2,327.9,194.6,116.6,116.6,6.5,,1325.9,1316,6.7,2,,,,,,,,,,,,,,,,,,
계,동대문구,2012,400,282.8,182.6,100.2,100.9,16.3,,1.06,400,375683,874.5,729.3,302.1,184.9,97.9,97.9,6.5,,468,446.5,6.6,1.1,,,,,,,,,,,,,,,,,,
계,동대문구,2013,396.8,279.4,180.8,98.6,103.4,14,,1.05,396.8,376445,923.2,790.9,298.2,180.8,98.6,98.6,6.5,,519.9,511.5,7.9,2.3,,,,,,,,,,,,,,,,,,
계,동대문구,2014,414.7,294.8,189.7,105.1,96.7,23.2,,1.1,414.7,376319,1014.9,874.5,309.6,189.7,105.1,105.1,6.3,,593.9,579.7,9.9,2.4,,105.1,93.9,31,36.9,26,11.2,5.2,4.4,1.6,,,,,,,,
계,동대문구,2015,408.3,291.6,185.8,105.8,95.6,21.1,,1.09,408.3,373824,1304.5,1177.6,302.5,185.8,105.8,105.8,6.5,,889.7,886,10.8,2.7,,105.8,92.6,36.1,35.9,20.6,13.2,6.1,3.7,3,0.4,,,,,,,
계,동대문구,2016,426.6,311,205.6,105.4,95,20.6,,1.15,426.6,370312,1564.7,1435.5,321.2,205.6,105.4,105.4,6.5,,1131.6,1124.5,9.6,2.4,,105.4,90.4,41.2,34.8,14.4,15,7.8,4.3,2.5,0.4,,,,,,,
계,동대문구,2017,422.5,310.6,208.8,101.8,93.1,18.8,,1.15,422.5,366011,1560.5,1424.3,320.7,208.8,101.8,101.8,26.1,11.1,1111.9,1102.6,9.6,2.2,,101.8,86.4,29.8,40.1,16.5,15.4,7.6,4.1,3.4,0.2,0.1,,,,,,
계,동대문구,2018,416.3,305.9,208.3,97.6,89.1,21.3,,1.14,416.3,364338,1658,1527.4,318.7,208.3,97.6,97.6,22.6,20.2,1219.1,1201.3,10.6,2.3,,97.6,82.6,26.2,36.9,19.5,15,9.4,3.6,1.7,0.2,0.1,,,,,,
계,동대문구,2019,411.2,298.4,205.6,92.8,93.1,19.5,0.2,1.13,411.2,363023,1357.9,1232.6,313.5,200.7,97.7,97.7,26.1,16.1,920.6,918.1,9.3,2.1,,97.7,83.7,30.8,33.5,19.4,9.1,5.4,3.2,0.4,,0.1,4.9,3.5,,1.2,0.2,
계,동대문구,2020,161082,121098,87880,33218,31697,8277,10,1.23,440.1,357014,1181025,1140352,161082,121098,,,9323,9298,1010620,1009956,3700,814,96.6,90.8,79.9,27.5,35.8,16.6,6.6,3.6,2.7,0.3,,,4.3,1.6,,2.5,0.2,
계,동대문구,2021,116867,75504,41504,34000,31695,9560,109,0.91,320.2,352006,667636,625221,116867,75504,,,8195,8195,542574,541522,3629,823,93.6,93.5,83.8,30.9,36.9,16,6.3,3.6,2.5,0.3,,0,3.4,1.6,,1.5,0.3,
계,동대문구,2022,108075,68325,37152,31174,30065,9484,200,0.84,296.1,353601,538762,494521,108075,68325,,,14557,10071,416130,416125,3246,816,91.8,85.6,73.9,29,30.1,14.8,8.2,5.1,2.9,0.2,,0,3.4,1.3,,1.9,0.3,
계,동대문구,2023,113337,72494,41190,31303,31512,7144,2187,0.86,310.5,359873,321878,278213,113337,72494,,,11904,9148,196638,196571,3303,726,86.4,85.8,74.6,36.5,26.5,11.6,7.7,4.9,2.6,0.1,,0,3.5,1.3,,2,0.2,
계,동대문구,2024,112593,73460,42239,31221,33612,4632,889,0.86,307.6,358603,338410,297687,112593,73460,,,7696,6656,218121,217571,3440,881,88,,,,,,,,,,,,,,,,,
계,동작구,2000,388,166.3,126,40.3,4,217.7,,,,,,356,,164,,,,4,,188,,,,,,,,,,,,,,,,,,,,
계,동작구,2001,426.9,184.9,142,42.9,2.3,239.7,,,,,,1587,,185,,,,4,,1398,,,,,,,,,,,,,,,,,,,,
계,동작구,2002,441.1,191.1,152.6,38.5,7.7,242.3,,,,,,1628,,191,,,,,,1437,,,,,,,,,,,,,,,,,,,,
계,동작구,2003,419.5,190.8,137.7,53.1,11.9,216.8,,,,,,1533,,191,,,,,,1342,,,,,,,,,,,,,,,,,,,,
계,동작구,2004,405.5,219,128.6,90.4,10.1,176.4,,,,,,1139,,131,,88,,,,920,,2,,,,,,,,,,,,,,,,,,
계,동작구,2005,362.8,230,122.6,107.4,6.4,126.4,,,,,,1071,,123,,107,,,,841,,1,,,,,,,,,,,,,,,,,,
계,동작구,2006,372.6,234.7,127.3,107.4,6.9,131,,,,,,755,,102,,107,,20,,526,,1,,,,,,,,,,,,,,,,,,
계,동작구,2007,364.3,217.6,102.9,114.7,26.5,120.2,,,,,,1739,,103,,115,,,,1521,,1,,,,,,,,,,,,,,,,,,
계,동작구,2008,400.6,224.3,101.6,122.7,70.6,105.7,,,,,,1574,,102,,123,,,,1350,,2,,,,,,,,,,,,,,,,,,
계,동작구,2009,394.3,255.1,134.5,120.6,81.4,57.8,,0.97,394.3,407973,,1140,,135,,121,,,,885,,1,,,,,,,,,,,,,,,,,,
계,동작구,2010,323.1,206.3,120.2,86.1,74.4,42.4,,0.78,323.1,413814,1572.1,1433.5,237,120.2,86.1,86.1,0.6,0.6,1248.4,1226.6,6.3,1.4,,,,,,,,,,,,,,,,,,
계,동작구,2011,327.7,203.7,95.4,108.3,92.5,31.5,,0.79,327.7,413658,1187.5,1041.6,219.4,95.4,108.3,108.3,,,859.8,837.9,11.8,4.5,,,,,,,,,,,,,,,,,,
계,동작구,2012,337.7,240.8,125.9,114.9,81.2,15.7,,0.81,337.7,416268,923.7,814.3,222.8,125.9,114.9,114.9,,,586,573.5,7.3,1.3,,,,,,,,,,,,,,,,,,
계,동작구,2013,327.5,226.9,120.6,106.3,87.2,13.4,,0.78,327.5,421487,1090.5,981.6,221.2,120.6,106.3,106.3,,,763,754.7,8.4,1.9,,,,,,,,,,,,,,,,,,
계,동작구,2014,339.8,238.9,123.3,115.6,81,19.9,,0.81,339.8,419261,1345.5,1234.9,224.2,123.3,115.6,115.6,,,1005.7,996,111,1.5,,115.6,93.8,42,45.3,6.5,21.8,3.2,3,0.4,15.2,,,,,,,
계,동작구,2015,297.9,210,103.8,106.2,66.8,21.1,,0.72,297.9,412774,1170.9,1056,191.7,103.8,106.2,106.2,,,873,846,9.2,1.3,,106.2,92.7,45.6,39.9,7.2,13.5,5.4,6.3,0.1,1.7,,,,,,,
계,동작구,2016,280.5,188.4,89.3,99.1,72.6,19.5,,0.68,280.5,413247,1801.8,1703.7,181.4,89.3,99.1,99.1,,,1521.3,1515.3,12.5,1.8,,99,83.8,37.6,33.3,12.9,15.2,6.3,6.4,0.4,1.9,0.2,,,,,,
계,동작구,2017,269,178.3,86.8,91.5,59.8,30.9,,0.66,269,408493,1228.5,1116.4,177.5,86.8,91.5,91.5,,,959.5,938.1,10.3,1.4,,91.5,77.5,33.7,29.2,14.6,14,5.2,5.5,0.4,2.7,0.2,,,,,,
계,동작구,2018,290.6,200.1,109,91.1,70.3,20.2,,0.71,290.6,409385,1569,1462.7,199.5,109,91.1,91.1,,,1278.4,1262.6,11.1,1.8,,91.1,76.5,34.2,27.6,14.7,14.6,5.3,6.3,0.1,2.6,0.3,,,,,,
계,동작구,2019,315.4,224.9,131.9,93,67.2,23.3,,0.77,315.4,408912,1503.7,1408.7,222.6,132.1,92.8,92.8,,,1188.3,1183.8,10.6,2.2,,92.8,78.2,35.9,27.5,14.8,10,5.1,1.1,0.1,3.5,0.1,4.7,0.6,0.5,,3.5,
계,동작구,2020,118757,86746,55512,31234,24316,6850,846,0.81,324.5,401572,468426,433566,118757,86746,,,961,932,348708,345888,3509,509,92.6,85.3,74.7,32.6,28.4,13.7,6.7,3.1,3.5,0.1,,0.1,3.9,0.6,0.4,,3,
계,동작구,2021,108554,71943,42577,29366,25098,11143,371,0.75,297.4,394364,370047,332920,108554,71943,,,1524,1477,259969,259500,3786,936,90,80.7,71.3,31.4,27.5,12.4,6.1,3.8,2.2,0.1,,,3.3,0.1,,,3.2,
계,동작구,2022,118013,77044,47526,29518,26806,13606,557,0.83,323.3,390432,388357,347338,118013,77044,,,2165,2141,268178,268154,3337,661,89.4,80.6,68.3,29.8,26.2,12.3,9,6.4,2.5,0,,0.1,3.2,,,,3.2,
계,동작구,2023,116719,79700,50954,28746,26679,9967,373,0.82,319.8,389714,408834,371481,116719,79700,,,572,559,291544,291222,3192,535,90.9,78.8,65.9,29.9,23.7,12.3,8.8,6,2.7,,,0.1,4.1,,,,4,0.1
계,동작구,2024,119527,80659,52048,28611,27158,9166,2544,0.84,326.6,387352,984321,945197,119527,80659,,,2403,2387,862392,862151,2762,513,96,,,,,,,,,,,,,,,,,
계,마포구,2000,438.4,206,179,27,2.1,230.3,,,,,,856,,204,,,,,,652,,,,,,,,,,,,,,,,,,,,
계,마포구,2001,437.4,203.7,160.6,43.1,2.3,231.4,,,,,,878,,204,,,,,,675,,,,,,,,,,,,,,,,,,,,
계,마포구,2002,437.2,203.9,162.7,41.2,5.1,228.2,,,,,,897,,204,,,,0,,693,,,,,,,,,,,,,,,,,,,,
계,마포구,2003,461.2,238.7,196.1,42.6,2.9,219.6,,,,,,1786,,239,,,,0,,1547,,,,,,,,,,,,,,,,,,,,
계,마포구,2004,470.5,255.1,157.9,97.2,15,200.4,,,,,,1274,,174,,81,,,,1019,,3,,,,,,,,,,,,,,,,,,
계,마포구,2005,443.6,305.4,207.9,97.5,110.8,27.4,,,,,,2391,,208,,97,,,,2086,,3,,,,,,,,,,,,,,,,,,
계,마포구,2006,431.1,277.4,174.7,102.7,122,31.7,,,,,,1882,,145,,103,,146,,1488,,3,,,,,,,,,,,,,,,,,,
계,마포구,2007,433.8,281.5,165.5,116,123.6,28.7,,,,,,1866,,166,,116,,109,,1475,,3,,,,,,,,,,,,,,,,,,
계,마포구,2008,416.7,268.6,145.1,123.5,123.3,24.8,,,,,,2382,,145,,124,,76,,2038,,5,,,,,,,,,,,,,,,,,,
계,마포구,2009,413.7,282.8,162.8,120,102.8,28.1,,1.05,413.7,392313,,2247,,163,,120,,,,1964,,5,,,,,,,,,,,,,,,,,,
계,마포구,2010,303.1,166.1,43.8,122.3,107.6,29.4,,0.76,303.1,400464,1689.9,1517.4,180.8,43.8,122.3,122.3,,,1386.8,1351.3,3,0.8,,,,,,,,,,,,,,,,,,
계,마포구,2011,309.6,175.5,51.2,124.3,112.8,21.3,,0.78,309.6,398627,1549.7,1383.1,185.3,51.2,124.3,124.3,,,1240.1,1207.6,4.5,1.7,,,,,,,,,,,,,,,,,,
계,마포구,2012,279.6,155.3,32.9,122.4,111.7,12.6,,0.71,279.6,393576,2146.5,1984.4,164.2,39.9,115.4,115.4,88.7,78.6,1778.2,1750.5,25.8,3.4,,,,,,,,,,,,,,,,,,
계,마포구,2013,287,160.3,37.3,123,113,13.7,,0.73,287,391098,1430.1,1259.9,164,37.3,123,123,,,1143.1,1099.6,22.7,3.5,,,,,,,,,,,,,,,,,,
계,마포구,2014,458.1,330.6,198.8,131.8,114.4,13.1,,1.16,458.1,395830,1932,1714.1,326.3,198.8,131.8,131.8,86.9,49,1387,1334.5,24.5,3.7,,131.8,117.7,67.4,37.9,12.4,14.1,3.5,7.5,0.9,1.3,0.9,,,,,,
계,마포구,2015,461.6,331.4,188.9,142.5,116.4,13.8,,1.16,461.6,398351,2184.7,1969.4,319.1,188.9,142.5,142.5,101.6,40.1,1621.5,1597.9,26.7,4.7,,142.5,118.4,67.3,40.3,10.8,24.1,5.4,14.8,2.2,0.8,0.9,,,,,,
계,마포구,2016,456.6,321.4,190.2,131.2,120.1,15.1,,1.17,456.6,390887,1998.7,1789.4,325.4,190.2,131.2,131.2,102.1,39.2,1440,1428.8,25.7,4.6,,131.2,106.8,57.1,37.8,11.9,24.4,5.4,16.1,2.5,,0.4,,,,,,
계,마포구,2017,437.7,305.2,196.3,108.9,109.1,23.4,,1.13,437.7,385783,1944.3,1785.5,328.8,196.3,108.9,108.9,78.5,67.9,1428.1,1412.4,21.6,3.2,,108.9,85.3,42.9,32.6,9.8,23.6,5.4,15.2,2.1,,0.9,,,,,,
계,마포구,2018,439.5,293.9,202.8,91.1,102.7,42.9,,1.14,439.5,386359,1519.9,1290,348.4,202.8,91.1,91.1,72.2,67,1008.2,929.1,24.7,4.1,,91.1,68.2,33.1,27.3,7.8,22.9,5.5,15.4,1.4,,0.6,,,,,,
계,마포구,2019,477.5,285.9,162.5,123.4,147.3,44.1,0.2,1.24,477.5,385925,1956.9,1748.7,381.1,189.5,96.4,96.4,63.5,62.1,1415.9,1400.7,22.5,4.7,,96.4,65.3,32.8,24.5,8,27,6.3,20.1,,,0.6,4.1,,,4.1,,
계,마포구,2020,134108,79919,48960,30959,41798,12391,,0.96,366.4,381858,593514,535849,134108,79919,,,25041,22788,434365,433141,8820,1708,90.3,84.6,63.4,29.6,26.4,7.4,19.8,3.7,14.7,0.3,,1.1,1.4,,0.1,1.2,,0.1
계,마포구,2021,199008,79714,51252,28462,41372,10035,67887,1.44,545.2,378686,508893,387989,199008,79714,,,25993,24879,283893,283396,7809,1237,76.2,77.9,61.4,28.1,26.3,7,15.2,5,9.9,,,0.4,1.3,0,,0.9,,0.3
계,마포구,2022,152394,88134,58550,29584,42222,9994,12045,1.11,417.5,375585,633982,567724,152394,88134,,,25892,23973,455696,455618,7235,1239,89.5,81,61.3,28.1,24.5,8.8,18.1,5.9,11.1,0.4,0,0.5,1.6,,,1.2,,0.4
계,마포구,2023,135308,83318,54544,28775,43555,7586,849,0.99,370.7,375162,531689,471676,135308,83318,,,34226,26254,362155,362105,2771,1277,88.7,78.8,58.9,28.4,23.3,7.1,18.5,5,13.1,,0,0.4,1.5,0.1,0.2,0.9,,0.2
계,마포구,2024,142121,85360,58662,26698,49895,5601,1266,1.04,388.3,372745,425899,360360,142121,85360,,,35718,26941,248059,248059,2817,1511,84.6,,,,,,,,,,,,,,,,,
계,서대문구,2000,387.4,161.7,133,28.7,5.6,220.1,,,,,,270,,163,,,,,,107,,,,,,,,,,,,,,,,,,,,
계,서대문구,2001,372.4,138.2,109.1,29.1,3.7,230.5,,,,,,304,,138,,,,,,165,,,,,,,,,,,,,,,,,,,,
계,서대문구,2002,383.6,145.1,111.8,33.3,6.5,232,,,,,,774,,145,,,,,,629,,,,,,,,,,,,,,,,,,,,
계,서대문구,2003,397.9,170.9,129.5,41.4,6.6,220.4,,,,,,865,,171,,,,,,694,,,,,,,,,,,,,,,,,,,,
계,서대문구,2004,379.1,171.2,107.1,64.1,4.1,203.8,,,,,,840,,122,,49,,,,669,,2,,,,,,,,,,,,,,,,,,
계,서대문구,2005,349.2,207.7,109.9,97.8,7.2,134.3,,,,,,706,,110,,98,,,,498,,2,,,,,,,,,,,,,,,,,,
계,서대문구,2006,347.7,197.5,105.9,91.6,9.3,140.9,,,,,,965,,50,,92,,,,824,,3,,,,,,,,,,,,,,,,,,
계,서대문구,2007,293.1,149.3,58,91.3,9.3,134.5,,,,,,700,,58,,91,,1,,550,,3,,,,,,,,,,,,,,,,,,
계,서대문구,2008,268.2,139.3,49.8,89.5,8.8,120.1,,,,,,936,,50,,90,,0,,797,,0,,,,,,,,,,,,,,,,,,
계,서대문구,2009,327.1,215.2,124.6,90.6,69,42.9,,0.97,327.1,336649,,1630,,125,,91,,0,,1415,,2,,,,,,,,,,,,,,,,,,
계,서대문구,2010,308.3,192.8,101.6,91.2,76.8,38.7,,0.92,308.3,333871,2606.8,2288.7,217.1,101.6,91.2,91.2,10.1,9.8,2288.4,2086.1,10.9,1.5,,,,,,,,,,,,,,,,,,
계,서대문구,2011,291.4,193.6,109,84.6,62.6,35.2,,0.9,291.4,324529,1160.5,984.5,205.7,107.9,85.7,85.7,16.2,15.5,852.9,775.4,30.1,2.9,,,,,,,,,,,,,,,,,,
계,서대문구,2012,263.6,164.8,76.3,88.5,87.1,11.7,,0.81,263.6,324733,1608.6,1426.1,175.1,76.3,88.5,88.5,16,15.1,1329,1246.2,11.1,1.5,,,,,,,,,,,,,,,,,,
계,서대문구,2013,262.4,159.8,71.1,88.7,93.6,9,,0.81,262.4,324067,916.6,801.9,173.7,71.1,88.7,88.7,16.2,15.1,638,627,11.5,1.8,,,,,,,,,,,,,,,,,,
계,서대문구,2014,311.7,210,119,91,92.6,9.1,,0.97,311.7,320861,1024,911.3,220.7,119,91,91,16,15,696.3,686.3,11.9,1.4,,91,74.6,20.9,31.5,22.2,16.4,7.8,5.2,1.6,0.8,1,,,,,,
계,서대문구,2015,301.5,202.4,119.7,82.7,88.1,11,,0.93,301.5,323105,1108.4,982.6,218.8,119.7,82.7,82.7,15.8,14.8,791.1,765.4,13.9,1.4,,82.7,69.2,30.3,21.9,17,13.5,5.5,6.9,0.1,,1,,,,,,
계,서대문구,2016,298.4,194.8,115,79.8,91.4,12.2,,0.92,298.4,325871,1255.5,1124,218.6,115,79.8,79.8,15.9,14.9,941.2,914.3,16.3,1.4,,79.8,62.7,20.5,24.3,17.9,17.1,7,8.7,0.3,,1.1,,,,,,
계,서대문구,2017,298.3,180.2,103.3,76.9,82.8,35.3,,0.92,298.3,325028,1428.7,1301.4,221.4,103.3,76.9,76.9,,,1130.4,1121.2,16.2,1,,76.9,59.2,22.5,21.3,15.4,17.7,8.3,8,0.4,,1,,,,,,
계,서대문구,2018,285.3,176.3,103.2,73.1,81.4,27.6,,0.88,285.3,323080,1198.7,1076.7,212.2,103.2,73.1,73.1,,,913.4,900.4,17.6,1,,73.1,57.4,23.2,19.4,14.8,15.7,6.3,7,1.4,,1,,,,,,
계,서대문구,2019,240.1,146.5,76.5,70,63.9,29.2,0.5,0.74,240.1,323171,1587.9,1489.6,169,75.4,71.1,71.1,10.5,10.4,1337.3,1332.7,17,1.1,,71.1,56.7,23.9,19,13.8,11.1,5.6,5,0.3,,0.1,3.4,1.7,0.8,,,1
계,서대문구,2020,104413,64333,41128,23205,28780,11300,,0.88,285.3,322952,280600,235085,104413,64333,,,3438,352,172749,170400,5909,472,83.8,63.5,52.6,22.6,20.3,9.6,8,3.7,4.1,0.1,,0.1,2.9,1.9,0.5,,,0.4
계,서대문구,2021,96768,57786,35533,22253,30403,8512,68,0.84,265.1,315659,358228,318392,96768,57786,,,1383,944,260077,259662,6565,499,88.9,61.1,50.9,22.4,20.3,8.2,8.9,4.8,3.8,0.3,,0.1,1.3,0.9,0.3,,,0.1
계,서대문구,2022,107631,67206,44791,22415,29038,8326,3061,0.92,294.9,319554,263130,222630,107631,67206,,,172,109,155327,155315,6317,512,84.6,63.1,50.6,22.3,19.3,9,9.8,5.3,4.1,0.4,,0.1,2.7,1.9,0.6,,,0.2
계,서대문구,2023,97594,60677,38427,22250,31484,5433,,0.83,267.4,320629,271856,230597,97594,60677,,,4362,21,169900,169900,6575,619,84.8,61,50.5,23.6,18.8,8.1,9.5,5.2,4,0.2,,0.1,1,0.6,0.3,,,0.1
계,서대문구,2024,99837,63501,40880,22621,31947,4288,101,0.86,272.8,318622,190426,153568,99837,63501,,,751,310,89839,89757,5832,528,80.6,,,,,,,,,,,,,,,,,
계,서초구,2000,516.1,219.4,134,85.4,6.4,290.3,,,,,,1978,,199,,,,,,1779,,,,,,,,,,,,,,,,,,,,
계,서초구,2001,521.1,231.5,124.1,107.4,7.4,282.2,,,,,,2197,,232,,,,,,1965,,,,,,,,,,,,,,,,,,,,
계,서초구,2002,495.5,224.2,116.5,107.7,8.9,262.4,,,,,,2813,,224,,,,,,2589,,,,,,,,,,,,,,,,,,,,
계,서초구,2003,445.1,189,79.1,109.9,9.1,247,,,,,,2756,,189,,,,,,2567,,,,,,,,,,,,,,,,,,,,
계,서초구,2004,411.9,176.6,46.4,130.2,9.1,226.2,,,,,,1996,,49,,128,,,,1820,,4,,,,,,,,,,,,,,,,,,
계,서초구,2005,394.2,200.3,39.5,160.8,10.4,183.5,,,,,,1453,,39,,161,,,,1253,,3,,,,,,,,,,,,,,,,,,
계,서초구,2006,557.3,358.3,185.7,172.6,9.1,189.9,,,,,,2965,,186,,173,,5,,2601,,2,,,,,,,,,,,,,,,,,,
계,서초구,2007,563.7,361.6,165.3,196.3,41.9,160.2,,,,,,2647,,166,,196,,,,2285,,4,,,,,,,,,,,,,,,,,,
계,서초구,2008,570.6,380.6,186.2,194.4,118.7,71.3,,,,,,2014,,186,,194,,,,1634,,3,,,,,,,,,,,,,,,,,,
계,서초구,2009,608.9,407.7,214.9,192.8,140.4,60.8,,1.41,608.9,431131,,1280,,215,,193,,,,872,,3,,,,,,,,,,,,,,,,,,
계,서초구,2010,589.1,393,208.7,184.3,131.3,64.8,,1.34,589.1,440021,1467.7,1226.2,404.8,208.7,184.3,184.3,,,878.6,833.2,15.2,2.3,,,,,,,,,,,,,,,,,,
계,서초구,2011,588,398,208.7,189.3,127.5,62.5,,1.34,588,439012,1828.9,1566.9,398.8,208.8,189.2,189.2,,,1240.9,1168.9,13.5,1.8,,,,,,,,,,,,,,,,,,
계,서초구,2012,578.1,400.2,208.6,191.6,127.1,50.8,,1.31,578.1,439998,1745.2,1439.9,386.5,208.6,191.6,191.6,,,1167.1,1039.7,16.4,4.6,,,,,,,,,,,,,,,,,,
계,서초구,2013,552.3,390.5,197.4,193.1,132.3,29.5,,1.24,552.3,446541,2225.7,1997.2,359.2,197.4,193.1,193.1,,,1673.4,1606.7,19.6,5.8,,,,,,,,,,,,,,,,,,
계,서초구,2014,546.3,379.5,191.9,187.6,127.1,39.7,,1.2,546.3,454288,2234.9,2027,358.7,191.9,187.6,187.6,,,1688.6,1647.5,22.8,7.7,,187.6,140.1,43.8,75.7,20.6,47.5,14.5,21.8,5.4,1.2,4.6,,,,,,
계,서초구,2015,562.3,402.3,196.3,206,113.4,46.6,,1.25,562.3,451258,2806.9,2621.5,356.3,196.3,206,206,,,2244.6,2219.2,22.8,7.3,,206,137.9,38.8,43.7,55.4,68.1,15.2,38.4,6.5,3.2,4.8,,,,,,
계,서초구,2016,570.1,396.1,213.7,182.4,139,35,,1.26,570.1,451477,1876.1,1662,387.7,213.7,182.4,182.4,,,1306,1265.9,21.6,6.8,,182.4,122.1,25.6,48.1,48.4,60.3,17.9,38.1,2.9,0.2,1.2,,,,,,
계,서초구,2017,571.7,405.1,226.1,179,115.5,51.1,,1.28,571.7,445401,2688.4,2477.6,392.7,226.1,179,179,,,2116.7,2072.5,24.7,6.8,,179,110.3,23,43.2,44.1,68.7,16.9,38,6.2,0.9,6.7,,,,,,
계,서초구,2018,563.7,391.3,215.6,175.7,92.3,80.1,,1.29,563.7,438163,2834.1,2603,388,215.6,175.7,175.7,,,2270.4,2211.7,25.6,8.3,,175.7,107.8,23.4,44,40.4,67.9,16.5,40.5,6,1,3.9,,,,,,
계,서초구,2019,498.3,293.2,114,179.2,129.4,75.4,0.3,1.15,498.3,435107,3772.1,3557.7,318.1,113,180.2,180.2,,,3273.8,3264.5,29.6,9.1,,180.2,101.3,22.1,40.8,38.4,64.7,13.2,38.1,8.3,0.8,4.3,14.2,3.2,0.9,10.1,,
계,서초구,2020,184761,109206,52198,57007,46581,28975,,1.18,504.8,429025,859429,781700,184761,109206,,,2669,1748,671999,670747,10941,4148,91,155.8,97.7,21.4,39.2,37.1,43.2,7.6,29.8,4,,1.8,14.9,2.8,0.9,11.2,,
계,서초구,2021,177110,108844,55057,53786,49351,18095,821,1.17,485.2,416167,1599770,1522493,177110,108844,,,9292,1033,1413368,1412617,12439,4222,95.2,147.4,93.9,20.6,37.4,35.9,41,11.3,26.3,2.1,,1.3,12.5,3.2,0.2,6.2,1.7,1.2
계,서초구,2022,180281,112992,60684,52308,47902,17609,1778,1.21,493.9,408451,1026077,955686,180281,112992,,,6002,3017,839794,839678,15586,4552,93.1,144.5,88.2,19.3,35.3,33.7,37.5,11.6,24.7,0.7,,0.5,18.8,3.9,1.6,7.3,2.8,3.3
