"시점","자치구별(1)",자치구별(2),행정구역(A),행정구역(A),청소구역(B),청소구역(B),수거지인구율(B/A) (%),배출량(C) (톤/일),처리량(D) (톤/일),수거율(D/C) (%),처리방법 (톤/일),처리방법 (톤/일),처리방법 (톤/일),처리방법 (톤/일),처리방법 (톤/일),처리방법 (톤/일)
"2006","합계",마포구,23.88,397049,23.88,397049,100.0,2123.0,2123.0,100.0,2123.0,88.5,123.3,1911.0,-,-
"2006","합계",양천구,17.40,505606,17.40,505606,100.0,785.8,785.8,100.0,785.8,48.5,133.1,604.2,-,-
"2006","합계",강서구,41.40,559845,41.40,559845,100.0,3997.0,3997.0,100.0,3997.0,468.3,119.8,3400.0,-,8.5
"2006","합계",구로구,20.11,436786,20.11,436786,100.0,1581.0,1581.0,100.0,1581.0,93.3,136.2,1350.0,-,2.1
"2006","합계",금천구,13.02,263989,13.02,263989,100.0,642.0,642.0,100.0,642.0,121.7,11.8,507.0,-,1.3
"2006","합계",영등포구,24.57,429816,24.57,429816,100.0,1616.0,1616.0,100.0,1616.0,286.5,7.8,1321.0,-,0.2
"2006","합계",동작구,16.35,414978,16.35,414978,100.0,942.3,942.3,100.0,942.3,152.4,7.3,780.8,1.8,-
"2006","합계",관악구,29.57,545995,29.57,545995,100.0,1231.6,1231.6,100.0,1231.6,216.3,5.8,1009.5,-,-
"2006","합계",서초구,47.03,413970,47.03,413970,100.0,3240.0,3240.0,100.0,3240.0,263.9,11.8,2960.0,-,4.6
"2006","합계",강남구,39.54,564658,39.54,564658,100.0,3494.0,3494.0,100.0,3494.0,218.9,238.9,3036.0,-,0.3
"2006","합계",송파구,33.88,612527,33.88,612527,100.0,4015.0,4015.0,100.0,4015.0,317.5,38.3,3649.0,-,9.6
"2006","합계",강동구,24.58,465203,24.58,465203,100.0,1619.8,1619.8,100.0,1619.8,175.6,14.3,1429.9,-,-
"2007","합계",소계,605.25,10421782,605.25,10421782,100.0,44203.6,44203.6,100.0,44203.6,4683.5,2031.0,37478.6,10.5,-
"2007","합계",종로구,23.91,173843,23.91,173843,100.0,1057.0,1057.0,100.0,1057.0,238.6,8.0,810.4,-,-
"2007","합계",중구,9.96,137435,9.96,137435,100.0,2153.8,2153.8,100.0,2153.8,128.5,198.6,1826.7,-,-
"2007","합계",용산구,21.87,248362,21.87,248362,100.0,1009.1,1009.1,100.0,1009.1,62.4,112.7,834.0,-,-
"2007","합계",성동구,16.85,341620,16.85,341620,100.0,1882.9,1882.9,100.0,1882.9,409.9,21.0,1452.0,-,-
"2007","합계",광진구,17.05,386367,17.05,386367,100.0,888.8,888.8,100.0,888.8,109.2,43.6,736.0,-,-
"2007","합계",동대문구,14.20,385825,14.20,385825,100.0,1850.3,1850.3,100.0,1850.3,195.6,1.8,1652.9,-,-
"2007","합계",중랑구,18.50,431406,18.50,431406,100.0,1277.3,1277.3,100.0,1277.3,140.4,73.2,1063.7,-,-
"2007","합계",성북구,24.57,477358,24.57,477358,100.0,1803.9,1803.9,100.0,1803.9,119.1,43.8,1641.0,-,-
"2007","합계",강북구,23.61,348702,23.61,348702,100.0,990.0,990.0,100.0,990.0,77.6,40.9,871.5,-,-
"2007","합계",도봉구,20.70,378559,20.70,378559,100.0,601.5,601.5,100.0,601.5,62.5,29.2,509.8,-,-
"2007","합계",노원구,35.42,621192,35.42,621192,100.0,1025.8,1025.8,100.0,1025.8,59.1,148.6,818.1,-,-
"2007","합계",은평구,29.71,463473,29.71,463473,100.0,3349.3,3349.3,100.0,3349.3,174.3,80.3,3094.7,-,-
"2007","합계",서대문구,17.61,357174,17.61,357174,100.0,862.0,862.0,100.0,862.0,151.5,10.3,700.2,-,-
"2007","합계",마포구,23.87,400392,23.87,400392,100.0,2080.2,2080.2,100.0,2080.2,79.4,135.7,1865.1,-,-
"2007","합계",양천구,17.40,508566,17.40,508566,100.0,1309.2,1309.2,100.0,1309.2,104.5,136.0,1068.7,-,-
"2007","합계",강서구,41.42,566495,41.42,566495,100.0,2536.8,2536.8,100.0,2536.8,546.8,233.8,1756.2,-,-
"2007","합계",구로구,20.11,445095,20.11,445095,100.0,1793.2,1793.2,100.0,1793.2,84.6,144.4,1564.2,-,-
"2007","합계",금천구,13.01,264323,13.01,264323,100.0,1369.6,1369.6,100.0,1369.6,118.3,25.9,1225.4,-,-
"2007","합계",영등포구,24.57,439151,24.57,439151,100.0,2089.8,2089.8,100.0,2089.8,290.9,68.5,1724.1,6.3,-
"2007","합계",동작구,16.35,414839,16.35,414839,100.0,1933.1,1933.1,100.0,1933.1,142.2,50.5,1738.6,1.8,-
"2007","합계",관악구,29.57,550766,29.57,550766,100.0,1244.3,1244.3,100.0,1244.3,181.6,13.5,1049.2,-,-
"2007","합계",서초구,47.00,411951,47.00,411951,100.0,2903.7,2903.7,100.0,2903.7,213.2,44.9,2645.6,-,-
"2007","합계",강남구,39.54,569176,39.54,569176,100.0,3519.3,3519.3,100.0,3519.3,423.2,268.3,2827.8,-,-
"2007","합계",송파구,33.88,630691,33.88,630691,100.0,2957.1,2957.1,100.0,2957.1,330.7,64.7,2559.3,2.4,-
"2007","합계",강동구,24.58,469021,24.58,469021,100.0,1715.5,1715.5,100.0,1715.5,239.4,32.8,1443.3,-,-
"2008","합계",소계,605.27,10456034,605.27,10456034,100.0,44941.6,44941.6,100.0,44941.6,3868.0,2302.9,38761.1,9.6,-
"2008","합계",종로구,23.91,179754,23.91,179754,100.0,1077.5,1077.5,100.0,1077.5,182.7,11.2,883.7,-,-
"2008","합계",중구,9.96,138811,9.96,138811,100.0,2273.7,2273.7,100.0,2273.7,84.9,188.4,2000.4,-,-
"2008","합계",용산구,21.87,251043,21.87,251043,100.0,2195.8,2195.8,100.0,2195.8,44.6,114.6,2036.7,-,-
"2008","합계",성동구,16.85,322679,16.85,322679,100.0,2323.7,2323.7,100.0,2323.7,356.2,73.3,1894.3,-,-
"2008","합계",광진구,17.06,387254,17.06,387254,100.0,1091.7,1091.7,100.0,1091.7,59.1,89.8,942.9,-,-
"2008","합계",동대문구,14.20,381663,14.20,381663,100.0,1794.7,1794.7,100.0,1794.7,166.9,9.8,1618.1,-,-
"2008","합계",중랑구,18.50,432845,18.50,432845,100.0,879.7,879.7,100.0,879.7,47.8,77.1,754.8,-,-
"2008","합계",성북구,24.57,481419,24.57,481419,100.0,2253.6,2253.6,100.0,2253.6,135.9,95.1,2022.6,-,-
"2008","합계",강북구,23.61,345754,23.61,345754,100.0,1133.4,1133.4,100.0,1133.4,50.9,54.6,1027.9,-,-
"2008","합계",도봉구,20.70,376698,20.70,376698,100.0,715.6,715.6,100.0,715.6,41.6,49.2,624.7,-,-
"2008","합계",노원구,35.43,620808,35.43,620808,100.0,900.6,900.6,100.0,900.6,90.1,121.9,688.6,-,-
"2008","합계",은평구,29.69,463364,29.69,463364,100.0,3604.4,3604.4,100.0,3604.4,179.1,43.7,3381.7,-,-
"2008","합계",서대문구,17.60,340731,17.60,340731,100.0,1085.8,1085.8,100.0,1085.8,137.8,10.9,936.4,0.7,-
"2008","합계",마포구,23.87,393241,23.87,393241,100.0,2572.8,2572.8,100.0,2572.8,61.4,129.5,2381.9,-,-
"2008","합계",양천구,17.40,507899,17.40,507899,100.0,1224.2,1224.2,100.0,1224.2,97.5,121.3,1005.4,-,-
"2008","합계",강서구,41.43,583545,41.43,583545,100.0,2603.4,2603.4,100.0,2603.4,450.1,233.3,1920.1,-,-
"2008","합계",구로구,20.14,448696,20.14,448696,100.0,1325.2,1325.2,100.0,1325.2,46.6,131.4,1147.1,-,-
"2008","합계",금천구,13.01,265244,13.01,265244,100.0,1780.4,1780.4,100.0,1780.4,108.8,6.4,1665.2,-,-
"2008","합계",영등포구,24.57,443537,24.57,443537,100.0,1805.0,1805.0,100.0,1805.0,147.4,92.9,1557.7,7.0,-
"2008","합계",동작구,16.35,410934,16.35,410934,100.0,1773.0,1773.0,100.0,1773.0,125.5,71.2,1574.4,1.9,-
"2008","합계",관악구,29.57,551873,29.57,551873,100.0,1256.2,1256.2,100.0,1256.2,159.9,14.7,1081.7,-,-
"2008","합계",서초구,47.00,412065,47.00,412065,100.0,2294.2,2294.2,100.0,2294.2,137.3,142.7,2014.2,-,-
"2008","합계",강남구,39.54,565624,39.54,565624,100.0,3044.1,3044.1,100.0,3044.1,680.6,208.5,2155.0,-,-
"2008","합계",송파구,33.88,676580,33.88,676580,100.0,2482.8,2482.8,100.0,2482.8,157.0,142.5,2183.2,-,-
"2008","합계",강동구,24.58,473973,24.58,473973,100.0,1450.1,1450.1,100.0,1450.1,118.7,69.0,1262.4,-,-
"2009","합계",소계,605.25,10464051,605.25,10464051,100.0,43785.6,43785.6,100.0,43785.6,3156.4,2379.4,37741.7,508.0,-
"2009","합계",종로구,23.91,177543,23.91,177543,100.0,1542.2,1542.2,100.0,1542.2,65.4,111.2,1365.6,-,-
"2009","합계",중구,9.96,137861,9.96,137861,100.0,1871.4,1871.4,100.0,1871.4,80.8,160.0,1630.6,-,-
"2009","합계",용산구,21.87,251200,21.87,251200,100.0,1338.8,1338.8,100.0,1338.8,80.7,93.7,1164.3,-,-
"2009","합계",성동구,16.85,316064,16.85,316064,100.0,3458.5,3458.5,100.0,3458.5,78.9,91.0,3199.9,88.7,-
"2009","합계",광진구,17.06,386513,17.06,386513,100.0,949.6,949.6,100.0,949.6,28.1,89.0,832.5,-,-
"2009","합계",동대문구,14.20,374277,14.20,374277,100.0,1779.4,1779.4,100.0,1779.4,151.4,0.7,1627.3,-,-
"2009","합계",중랑구,18.50,429700,18.50,429700,100.0,782.4,782.4,100.0,782.4,44.5,88.9,649.0,-,-
"2009","합계",성북구,24.57,484457,24.57,484457,100.0,1418.5,1418.5,100.0,1418.5,227.8,104.9,1085.8,-,-
"2009","합계",강북구,23.61,343912,23.61,343912,100.0,1079.6,1079.6,100.0,1079.6,59.6,77.8,942.2,-,-
"2009","합계",도봉구,20.70,372398,20.70,372398,100.0,638.3,638.3,100.0,638.3,22.7,55.1,560.5,-,-
"2009","합계",노원구,35.44,615161,35.44,615161,100.0,1002.1,1002.1,100.0,1002.1,141.8,131.4,729.0,-,-
"2009","합계",은평구,29.69,470782,29.69,470782,100.0,2367.9,2367.9,100.0,2367.9,135.6,41.7,2190.5,-,-
"2009","합계",서대문구,17.60,336649,17.60,336649,100.0,1812.4,1812.4,100.0,1812.4,111.6,70.6,1630.0,0.2,-
"2009","합계",마포구,23.87,392313,23.87,392313,100.0,2459.0,2459.0,100.0,2459.0,103.7,108.3,2247.0,-,-
"2009","합계",양천구,17.41,506684,17.41,506684,100.0,1386.1,1386.1,100.0,1386.1,116.4,90.3,1179.4,-,-
"2009","합계",강서구,41.42,579196,41.42,579196,100.0,2127.5,2127.5,100.0,2127.5,101.9,182.3,1594.6,248.7,-
"2009","합계",구로구,20.12,449613,20.12,449613,100.0,1525.7,1525.7,100.0,1525.7,47.2,133.3,1345.2,-,-
"2009","합계",금천구,13.00,263116,13.00,263116,100.0,977.8,977.8,100.0,977.8,104.9,11.5,861.4,-,-
"2009","합계",영등포구,24.57,441747,24.57,441747,100.0,2115.1,2115.1,100.0,2115.1,139.4,67.4,1908.3,-,-
"2009","합계",동작구,16.35,407973,16.35,407973,100.0,1311.1,1311.1,100.0,1311.1,76.2,93.5,1139.8,1.5,-
"2009","합계",관악구,29.57,547311,29.57,547311,100.0,1516.5,1516.5,100.0,1516.5,170.1,8.4,1337.9,-,-
"2009","합계",서초구,47.00,431131,47.00,431131,100.0,1545.1,1545.1,100.0,1545.1,101.5,163.7,1280.0,-,-
"2009","합계",강남구,39.54,569499,39.54,569499,100.0,2949.8,2949.8,100.0,2949.8,412.2,203.5,2173.7,160.4,-
"2009","합계",송파구,33.88,689296,33.88,689296,100.0,3669.7,3669.7,100.0,3669.7,98.4,136.9,3425.9,8.5,-
"2009","합계",강동구,24.58,489655,24.58,489655,100.0,2161.0,2161.0,100.0,2161.0,455.6,64.2,1641.2,-,-
"2010","합계",소계,605.25,10575447,605.25,10575447,100.0,37747.2,37747.2,100.0,37747.2,2503.4,2131.6,32404.1,708.1,-
"2010","합계",종로구,23.91,179362,23.91,179362,100.0,1413.9,1413.9,100.0,1413.9,120.3,86.3,1207.3,-,-
"2010","합계",중구,9.96,141200,9.96,141200,100.0,1294.9,1294.9,100.0,1294.9,78.8,201.0,1015.1,-,-
"2010","합계",용산구,21.87,257143,21.87,257143,100.0,910.8,910.8,100.0,910.8,26.5,17.3,867.0,-,-
"2010","합계",성동구,16.85,316892,16.85,316892,100.0,2971.5,2971.5,100.0,2971.5,34.3,85.3,2828.6,23.3,-
"2010","합계",광진구,17.06,388775,17.06,388775,100.0,1145.8,1145.8,100.0,1145.8,31.3,76.0,1038.5,-,-
"2010","합계",동대문구,14.20,379343,14.20,379343,100.0,1240.9,1240.9,100.0,1240.9,153.7,0.5,1086.7,-,-
"2010","합계",중랑구,18.50,432302,18.50,432302,100.0,1004.4,1004.4,100.0,1004.4,30.2,76.0,898.2,-,-
"2010","합계",성북구,24.56,497692,24.56,497692,100.0,1168.7,1168.7,100.0,1168.7,45.5,108.1,1015.1,-,-
"2010","합계",강북구,23.61,350007,23.61,350007,100.0,901.2,901.2,100.0,901.2,30.8,78.3,792.1,-,-
"2010","합계",도봉구,20.70,370734,20.70,370734,100.0,839.4,839.4,100.0,839.4,16.2,59.7,763.5,-,-
"2010","합계",노원구,35.44,615425,35.44,615425,100.0,1210.6,1210.6,100.0,1210.6,111.9,119.0,979.7,-,-
"2010","합계",은평구,29.69,492925,29.69,492925,100.0,1238.5,1238.5,100.0,1238.5,110.3,42.0,1086.2,-,-
"2010","합계",서대문구,17.60,333871,17.60,333871,100.0,2606.8,2606.8,100.0,2606.8,241.1,77.0,2288.7,-,-
"2010","합계",마포구,23.88,400464,23.88,400464,100.0,1689.9,1689.9,100.0,1689.9,63.3,109.2,1517.4,-,-
"2010","합계",양천구,17.40,505223,17.40,505223,100.0,958.6,958.6,100.0,958.6,40.1,54.9,863.6,-,-
"2010","합계",강서구,41.43,580506,41.43,580506,100.0,3354.0,3354.0,100.0,3354.0,307.3,102.6,2434.1,510.0,-
"2010","합계",구로구,20.12,452667,20.12,452667,100.0,1277.1,1277.1,100.0,1277.1,35.2,144.6,1097.3,-,-
"2010","합계",금천구,13.00,264544,13.00,264544,100.0,707.3,707.3,100.0,707.3,107.4,13.5,586.4,-,-
"2010","합계",영등포구,24.57,445648,24.57,445648,100.0,1657.2,1657.2,100.0,1657.2,118.6,48.0,1490.6,-,-
"2010","합계",동작구,16.35,413814,16.35,413814,100.0,1572.1,1572.1,100.0,1572.1,63.9,74.7,1433.5,-,-
"2010","합계",관악구,29.57,549736,29.57,549736,100.0,1252.9,1252.9,100.0,1252.9,162.7,37.3,1052.9,-,-
"2010","합계",서초구,47.00,440021,47.00,440021,100.0,1467.7,1467.7,100.0,1467.7,94.5,147.0,1226.2,-,-
"2010","합계",강남구,39.51,577070,39.51,577070,100.0,2909.8,2909.8,100.0,2909.8,345.6,141.2,2261.8,161.2,-
"2010","합계",송파구,33.88,693144,33.88,693144,100.0,1902.5,1902.5,100.0,1902.5,56.5,165.8,1666.6,13.6,-
"2010","합계",강동구,24.58,496939,24.58,496939,100.0,1050.7,1050.7,100.0,1050.7,77.4,66.3,907.0,-,-
"2011","합계",소계,605.21,10528774,605.21,10528774,100.0,39463.8,39463.8,100.0,39463.8,3126.8,2658.6,33089.7,588.7,-
"2011","합계",종로구,23.91,177419,23.91,177419,100.0,1406.3,1406.3,100.0,1406.3,82.3,86.3,1237.7,-,-
"2011","합계",중구,9.96,141567,9.96,141567,100.0,1267.8,1267.8,100.0,1267.8,79.7,206.6,981.5,-,-
"2011","합계",용산구,21.87,259288,21.87,259288,100.0,1091.3,1091.3,100.0,1091.3,23.9,97.6,969.8,-,-
"2011","합계",성동구,16.85,308767,16.85,308767,100.0,2159.7,2159.7,100.0,2159.7,320.9,86.1,1607.7,145.0,-
"2011","합계",광진구,17.06,386673,17.06,386673,100.0,1184.4,1184.4,100.0,1184.4,33.1,64.3,1087.0,-,-
"2011","합계",동대문구,14.20,378534,14.20,378534,100.0,1776.9,1776.9,100.0,1776.9,149.2,0.5,1627.2,-,-
"2011","합계",중랑구,18.50,428672,18.50,428672,100.0,921.7,921.7,100.0,921.7,17.1,103.8,800.8,-,-
"2011","합계",성북구,24.57,494422,24.57,494422,100.0,1009.9,1009.9,100.0,1009.9,31.1,109.2,869.6,-,-
"2011","합계",강북구,23.60,348740,23.60,348740,100.0,798.9,798.9,100.0,798.9,40.5,75.4,683.0,-,-
"2011","합계",도봉구,20.70,367949,20.70,367949,100.0,761.8,761.8,100.0,761.8,15.4,64.2,682.2,-,-
"2011","합계",노원구,35.44,608062,35.44,608062,100.0,977.2,977.2,100.0,977.2,68.4,121.1,787.7,-,-
"2011","합계",은평구,29.69,498350,29.69,498350,100.0,1692.7,1692.7,100.0,1692.7,106.1,39.8,1546.8,-,-
"2011","합계",서대문구,17.60,324529,17.60,324529,100.0,1160.5,1160.5,100.0,1160.5,112.5,63.5,984.5,-,-
"2011","합계",마포구,23.84,398627,23.84,398627,100.0,1549.7,1549.7,100.0,1549.7,52.8,113.8,1383.1,-,-
"2011","합계",양천구,17.41,505605,17.41,505605,100.0,1298.0,1298.0,100.0,1298.0,25.1,123.7,1149.2,-,-
"2011","합계",강서구,41.43,575846,41.43,575846,100.0,4880.2,4880.2,100.0,4880.2,770.9,246.2,3596.3,266.8,-
"2011","합계",구로구,20.12,458908,20.12,458908,100.0,1646.9,1646.9,100.0,1646.9,31.9,133.1,1481.9,-,-
"2011","합계",금천구,13.00,264256,13.00,264256,100.0,956.8,956.8,100.0,956.8,167.7,9.0,780.1,-,-
"2011","합계",영등포구,24.57,439555,24.57,439555,100.0,1658.2,1658.2,100.0,1658.2,98.5,112.4,1442.2,5.1,-
"2011","합계",동작구,16.35,413658,16.35,413658,100.0,1187.5,1187.5,100.0,1187.5,52.8,93.1,1041.6,-,-
"2011","합계",관악구,29.57,546350,29.57,546350,100.0,1128.7,1128.7,100.0,1128.7,161.8,7.8,959.1,-,-
"2011","합계",서초구,47.00,439012,47.00,439012,100.0,1828.9,1828.9,100.0,1828.9,115.4,146.6,1566.9,-,-
"2011","합계",강남구,39.51,573003,39.51,573003,100.0,3761.5,3761.5,100.0,3761.5,237.7,333.9,3024.3,165.6,-
"2011","합계",송파구,33.88,690466,33.88,690466,100.0,2443.9,2443.9,100.0,2443.9,248.5,161.8,2027.4,6.2,-
"2011","합계",강동구,24.59,500516,24.59,500516,100.0,914.4,914.4,100.0,914.4,83.5,58.8,772.1,-,-
"2012","합계",소계,605.18,10442426,605.18,10442426,100.0,37843.5,37843.5,100.0,37843.5,3768.6,2664.7,31119.0,291.2,-
"2012","합계",종로구,23.91,173148,23.91,173148,100.0,1066.1,1066.1,100.0,1066.1,31.5,103.4,931.3,-,-
"2012","합계",중구,9.96,140807,9.96,140807,100.0,1048.3,1048.3,100.0,1048.3,39.4,210.6,798.4,-,-
"2012","합계",용산구,21.87,255294,21.87,255294,100.0,1887.8,1887.8,100.0,1887.8,159.1,98.6,1630.2,-,-
"2012","합계",성동구,16.85,306868,16.85,306868,100.0,2513.3,2513.3,100.0,2513.3,690.9,70.7,1609.7,142.0,-
"2012","합계",광진구,17.06,384269,17.06,384269,100.0,1037.9,1037.9,100.0,1037.9,29.0,68.6,940.2,-,-
"2012","합계",동대문구,14.20,375683,14.20,375683,100.0,874.5,874.5,100.0,874.5,44.2,101.0,729.3,-,-
"2012","합계",중랑구,18.50,423655,18.50,423655,100.0,841.9,841.9,100.0,841.9,16.0,94.4,731.5,-,-
"2012","합계",성북구,24.57,490639,24.57,490639,100.0,817.3,817.3,100.0,817.3,30.6,108.6,678.1,-,-
"2012","합계",강북구,23.60,346493,23.60,346493,100.0,875.6,875.6,100.0,875.6,4.6,76.8,794.2,-,-
"2012","합계",도봉구,20.70,364454,20.70,364454,100.0,681.3,681.3,100.0,681.3,11.0,64.4,605.8,-,-
"2012","합계",노원구,35.44,600829,35.44,600829,100.0,894.8,894.8,100.0,894.8,5.9,121.6,767.3,-,-
"2012","합계",은평구,29.70,505902,29.70,505902,100.0,1524.4,1524.4,100.0,1524.4,202.8,48.6,1273.0,-,-
"2012","합계",서대문구,17.61,324733,17.61,324733,100.0,1608.5,1608.5,100.0,1608.5,94.5,88.0,1426.1,-,-
"2012","합계",마포구,23.84,393576,23.84,393576,100.0,2146.5,2146.5,100.0,2146.5,48.9,113.2,1984.4,-,-
"2012","합계",양천구,17.40,500533,17.40,500533,100.0,744.1,744.1,100.0,744.1,22.8,111.4,609.9,-,-
"2012","합계",강서구,41.43,573794,41.43,573794,100.0,3737.5,3737.5,100.0,3737.5,1180.6,174.1,2236.8,146.0,-
"2012","합계",구로구,20.12,454478,20.12,454478,100.0,1197.8,1197.8,100.0,1197.8,59.3,132.3,1006.2,-,-
"2012","합계",금천구,13.00,260734,13.00,260734,100.0,839.7,839.7,100.0,839.7,177.7,17.7,644.3,-,-
"2012","합계",영등포구,24.55,426876,24.55,426876,100.0,1801.0,1801.0,100.0,1801.0,63.9,128.1,1609.0,-,-
"2012","합계",동작구,16.35,416268,16.35,416268,100.0,923.6,923.6,100.0,923.6,27.0,82.4,814.3,-,-
"2012","합계",관악구,29.57,540520,29.57,540520,100.0,1201.3,1201.3,100.0,1201.3,118.9,21.7,1060.8,-,-
"2012","합계",서초구,47.00,439998,47.00,439998,100.0,1745.2,1745.2,100.0,1745.2,159.3,146.0,1439.9,-,-
"2012","합계",강남구,39.50,569997,39.50,569997,100.0,4326.8,4326.8,100.0,4326.8,345.0,269.0,3712.7,-,-
"2012","합계",송파구,33.88,680150,33.88,680150,100.0,2543.2,2543.2,100.0,2543.2,139.7,153.6,2246.7,3.2,-
"2012","합계",강동구,24.59,492728,24.59,492728,100.0,965.0,965.0,100.0,965.0,66.0,59.9,839.2,-,-
"2013","합계",소계,605.20,10388055,605.20,10388055,100.0,34474.3,34474.3,100.0,34474.3,2657.1,2707.6,29109.6,-,-
"2013","합계",종로구,23.91,167867,23.91,167867,100.0,1157.3,1157.3,100.0,1157.3,47.4,100.1,1009.8,-,-
"2013","합계",중구,9.96,137990,9.96,137990,100.0,1197.3,1197.3,100.0,1197.3,37.6,173.7,986.0,-,-
"2013","합계",용산구,21.87,251925,21.87,251925,100.0,903.5,903.5,100.0,903.5,22.1,89.0,792.4,-,-
"2013","합계",성동구,16.85,306571,16.85,306571,100.0,2468.9,2468.9,100.0,2468.9,402.4,81.6,1984.9,-,-
"2013","합계",광진구,17.06,381439,17.06,381439,100.0,1023.0,1023.0,100.0,1023.0,30.8,66.9,925.3,-,-
